Time,Extension,Load,
(sec),(mm),(N),(kgf)
0,0,0.917608241,0.09357
0.02,0.0115,0.880539104,0.08979
0.04,0.068,1.224752519,0.12489
0.06,0.16519,1.708808763,0.17425
0.08,0.27762,2.11627507,0.2158
0.1,0.38556,2.133730907,0.21758
0.12,0.48231,2.340749289,0.23869
0.14,0.57056,2.622200144,0.26739
0.16,0.65512,3.12665422,0.31883
0.18,0.73925,3.299741592,0.33648
0.2,0.82412,3.494501661,0.35634
0.22,0.90956,3.766636199,0.38409
0.24,0.99475,4.002780331,0.40817
0.26,1.07956,4.031415749,0.41109
0.28,1.16394,4.206758651,0.42897
0.3,1.24787,4.408089175,0.4495
0.32,1.33169,4.651490228,0.47432
0.34,1.41537,4.815555483,0.49105
0.36,1.49894,5.129662482,0.52308
0.38,1.58256,5.315302367,0.54201
0.4,1.66619,5.508199172,0.56168
0.42,1.74956,5.676971619,0.57889
0.44,1.833,5.782687306,0.58967
0.46,1.9165,6.239579129,0.63626
0.48,1.99981,6.493277165,0.66213
0.5,2.08319,6.361083523,0.64865
0.52,2.16656,6.5511364,0.66803
0.54,2.24981,6.775806751,0.69094
0.56,2.33312,7.082166497,0.72218
0.58,2.41656,7.206907085,0.7349
0.6,2.49987,7.263981788,0.74072
0.62,2.58331,7.518170156,0.76664
0.64,2.66675,7.681548945,0.7833
0.66,2.75006,7.832571355,0.7987
0.68,2.83344,7.947211094,0.81039
0.7,2.91675,8.090093984,0.82496
0.72,2.99994,8.142559562,0.83031
0.74,3.08325,8.419303225,0.85853
0.76,3.16662,8.589742802,0.87591
0.78,3.24994,8.813334422,0.89871
0.8,3.33331,8.846677032,0.90211
0.82,3.41669,9.057912273,0.92365
0.84,3.5,9.156076839,0.93366
0.86,3.58337,9.203050693,0.93845
0.88,3.66675,9.398104961,0.95834
0.9,3.75,9.618852653,0.98085
0.92,3.83337,9.787625099,0.99806
0.94,3.91669,9.937470711,1.01334
0.96,3.99994,10.34356409,1.05475
0.98,4.08331,10.44810298,1.06541
1,4.16669,10.47811133,1.06847
1.02,4.24994,10.45398697,1.06601
1.04,4.33325,10.50017629,1.07072
1.06,4.41669,10.72170851,1.09331
1.08,4.5,10.92676556,1.11422
1.1,4.58331,10.99452951,1.12113
1.12,4.66675,11.20380343,1.14247
1.14,4.75006,11.27195964,1.14942
1.16,4.83337,11.39689636,1.16216
1.18,4.91669,11.64922147,1.18789
1.2,4.99994,11.68991907,1.19204
1.22,5.08325,11.77543305,1.20076
1.24,5.16669,11.94096931,1.21764
1.26,5.25,12.20761212,1.24483
1.28,5.33337,12.4137479,1.26585
1.3,5.41675,12.30371729,1.25463
1.32,5.5,12.40247026,1.2647
1.34,5.58331,12.69343356,1.29437
1.36,5.66669,12.78394894,1.3036
1.38,5.74994,12.983122,1.32391
1.4,5.83325,13.20377163,1.34641
