Time,Extension,Load,Tensile strain,Tensile stress,Corrected Position
(sec),(mm),(N),(mm/mm),(MPa),(mm)
0.00000,0.00000,-0.13119,0.00000,-0.01458,0.00000
0.01000,0.00319,-0.14326,0.00003,-0.01592,0.00319
0.02000,0.02000,0.04319,0.00017,0.00480,0.02000
0.03000,0.05156,0.32263,0.00045,0.03585,0.05156
0.04000,0.09775,0.62635,0.00085,0.06959,0.09775
0.05000,0.15850,0.99913,0.00138,0.11101,0.15850
0.06000,0.23369,1.40987,0.00203,0.15665,0.23369
0.07000,0.32144,1.78341,0.00280,0.19816,0.32144
0.08000,0.41675,2.21813,0.00362,0.24646,0.41675
0.09000,0.51656,2.53416,0.00449,0.28157,0.51656
0.10000,0.61937,2.79254,0.00539,0.31028,0.61937
0.11000,0.72456,3.14712,0.00630,0.34968,0.72456
0.12000,0.83169,3.35478,0.00723,0.37275,0.83169
0.13000,0.94031,3.65549,0.00818,0.40617,0.94031
0.14000,1.05044,3.94960,0.00913,0.43884,1.05044
0.15000,1.16150,4.12853,0.01010,0.45873,1.16150
0.16000,1.27062,4.36686,0.01105,0.48521,1.27062
0.17000,1.37469,4.57368,0.01195,0.50819,1.37469
0.18000,1.47275,4.89606,0.01281,0.54401,1.47275
0.19000,1.56519,5.12295,0.01361,0.56922,1.56519
0.20000,1.65306,5.41238,0.01437,0.60138,1.65306
0.21000,1.73781,5.68046,0.01511,0.63116,1.73781
0.22000,1.82087,5.84681,0.01583,0.64965,1.82087
0.23000,1.90331,6.14327,0.01655,0.68259,1.90331
0.24000,1.98587,6.40070,0.01727,0.71119,1.98587
0.25000,2.06900,6.66728,0.01799,0.74081,2.06900
0.26000,2.15275,7.04068,0.01872,0.78230,2.15275
0.27000,2.23706,7.28569,0.01945,0.80952,2.23706
0.28000,2.32181,7.43861,0.02019,0.82651,2.32181
0.29000,2.40662,7.67438,0.02093,0.85271,2.40662
0.30000,2.49150,7.77715,0.02167,0.86413,2.49150
0.31000,2.57625,7.75579,0.02240,0.86175,2.57625
0.32000,2.66081,7.79777,0.02314,0.86642,2.66081
0.33000,2.74512,7.87458,0.02387,0.87495,2.74512
