Time,Extension,Load,Tensile strain,Tensile stress,Corrected Position
(sec),(mm),(N),(mm/mm),(MPa),(mm)
0.00000,0.00000,-0.01453,0.00000,-0.00161,0.00000
0.01000,0.00319,0.04692,0.00003,0.00521,0.00319
0.02000,0.01994,0.23570,0.00017,0.02619,0.01994
0.03000,0.05144,0.50150,0.00045,0.05572,0.05144
0.04000,0.09775,0.83676,0.00085,0.09297,0.09775
0.05000,0.15869,1.22499,0.00138,0.13611,0.15869
0.06000,0.23406,1.65459,0.00204,0.18384,0.23406
0.07000,0.32212,1.99127,0.00280,0.22125,0.32212
0.08000,0.41781,2.26746,0.00363,0.25194,0.41781
0.09000,0.51806,2.46392,0.00450,0.27377,0.51806
0.10000,0.62137,2.64707,0.00540,0.29412,0.62137
0.11000,0.72706,2.86683,0.00632,0.31854,0.72706
0.12000,0.83475,3.05458,0.00726,0.33940,0.83475
0.13000,0.94394,3.37377,0.00821,0.37486,0.94394
0.14000,1.05462,3.69595,0.00917,0.41066,1.05462
0.15000,1.16575,3.97581,0.01014,0.44176,1.16575
0.16000,1.27394,4.23691,0.01108,0.47077,1.27394
0.17000,1.37681,4.34198,0.01197,0.48244,1.37681
0.18000,1.47350,4.44971,0.01281,0.49441,1.47350
0.19000,1.56481,4.58366,0.01361,0.50930,1.56481
0.20000,1.65200,4.85193,0.01437,0.53910,1.65200
0.21000,1.73637,5.23027,0.01510,0.58114,1.73637
0.22000,1.81944,5.51038,0.01582,0.61226,1.81944
0.23000,1.90200,5.78857,0.01654,0.64317,1.90200
0.24000,1.98481,6.09138,0.01726,0.67682,1.98481
0.25000,2.06831,6.28858,0.01799,0.69873,2.06831
0.26000,2.15225,6.56778,0.01872,0.72975,2.15225
0.27000,2.23681,6.75401,0.01945,0.75045,2.23681
0.28000,2.32169,6.88119,0.02019,0.76458,2.32169
0.29000,2.40656,7.03968,0.02093,0.78219,2.40656
0.30000,2.49150,7.15322,0.02167,0.79480,2.49150
0.31000,2.57625,7.20426,0.02240,0.80047,2.57625
0.32000,2.66075,7.40785,0.02314,0.82309,2.66075
0.33000,2.74506,7.59423,0.02387,0.84380,2.74506
0.34000,2.82919,7.71566,0.02460,0.85730,2.82919
0.35000,2.91306,7.95704,0.02533,0.88412,2.91306
0.36000,2.99687,8.10061,0.02606,0.90007,2.99687
0.37000,3.08062,8.22583,0.02679,0.91398,3.08062
0.38000,3.16419,8.44806,0.02751,0.93867,3.16419
0.39000,3.24775,8.48350,0.02824,0.94261,3.24775
0.40000,3.33131,8.53031,0.02897,0.94781,3.33131
0.41000,3.41481,8.63231,0.02969,0.95915,3.41481
0.42000,3.49831,8.65768,0.03042,0.96196,3.49831
0.43000,3.58181,8.74558,0.03115,0.97173,3.58181
0.44000,3.66531,9.01352,0.03187,1.00150,3.66531
0.45000,3.74887,9.19977,0.03260,1.02220,3.74887
0.46000,3.83237,9.43258,0.03332,1.04806,3.83237
0.47000,3.91587,9.62560,0.03405,1.06951,3.91587
0.48000,3.99937,9.66770,0.03478,1.07419,3.99937
0.49000,4.08281,9.65264,0.03550,1.07252,4.08281
0.50000,4.16619,9.74027,0.03623,1.08225,4.16619
0.51000,4.24956,9.77210,0.03695,1.08579,4.24956
0.52000,4.33294,9.92608,0.03768,1.10290,4.33294
0.53000,4.41625,10.08177,0.03840,1.12020,4.41625
0.54000,4.49962,10.06882,0.03913,1.11876,4.49962
0.55000,4.58306,10.17298,0.03985,1.13033,4.58306
0.56000,4.66637,10.32360,0.04058,1.14707,4.66637
0.57000,4.74981,10.34593,0.04130,1.14955,4.74981
0.58000,4.83319,10.44620,0.04203,1.16069,4.83319
0.59000,4.91650,10.66309,0.04275,1.18479,4.91650
0.60000,4.99987,10.73777,0.04348,1.19309,4.99987
0.61000,5.08319,10.89115,0.04420,1.21013,5.08319
0.62000,5.16650,11.14929,0.04493,1.23881,5.16650
0.63000,5.24987,11.19347,0.04565,1.24372,5.24987
0.64000,5.33319,11.23352,0.04638,1.24817,5.33319
0.65000,5.41656,11.41686,0.04710,1.26854,5.41656
0.66000,5.49994,11.41561,0.04783,1.26840,5.49994
0.67000,5.58331,11.41624,0.04855,1.26847,5.58331
0.68000,5.66662,11.58445,0.04927,1.28716,5.66662
0.69000,5.75000,11.57181,0.05000,1.28576,5.75000
0.70000,5.83331,11.61244,0.05072,1.29027,5.83331
0.71000,5.91662,11.86237,0.05145,1.31804,5.91662
0.72000,6.00000,11.91258,0.05217,1.32362,6.00000
0.73000,6.08325,12.00709,0.05290,1.33412,6.08325
0.74000,6.16656,12.15673,0.05362,1.35075,6.16656
0.75000,6.24994,12.17349,0.05435,1.35261,6.24994
0.76000,6.33331,12.20319,0.05507,1.35591,6.33331
0.77000,6.41662,12.34343,0.05580,1.37149,6.41662
0.78000,6.50000,12.30373,0.05652,1.36708,6.50000
0.79000,6.58337,12.35110,0.05725,1.37234,6.58337
0.80000,6.66669,12.45895,0.05797,1.38433,6.66669
0.81000,6.75006,12.49709,0.05870,1.38857,6.75006
0.82000,6.83331,12.65265,0.05942,1.40585,6.83331
0.83000,6.91662,12.90006,0.06014,1.43334,6.91662
