Time,Extension,Load,Tensile strain,Tensile stress,Corrected Position
(sec),(mm),(N),(mm/mm),(MPa),(mm)
0.00000,0.00000,0.11031,0.00000,0.01226,0.00000
0.01000,0.00319,0.09087,0.00003,0.01010,0.00319
0.02000,0.02000,0.30431,0.00017,0.03381,0.02000
0.03000,0.05162,0.58654,0.00045,0.06517,0.05162
0.04000,0.09800,0.90779,0.00085,0.10087,0.09800
0.05000,0.15900,1.15452,0.00138,0.12828,0.15900
0.06000,0.23450,1.31028,0.00204,0.14559,0.23450
0.07000,0.32256,1.40803,0.00280,0.15645,0.32256
0.08000,0.41831,1.47229,0.00364,0.16359,0.41831
0.09000,0.51862,1.62343,0.00451,0.18038,0.51862
0.10000,0.62206,1.76734,0.00541,0.19637,0.62206
0.11000,0.72787,1.83052,0.00633,0.20339,0.72787
0.12000,0.83556,1.92347,0.00727,0.21372,0.83556
0.13000,0.94500,2.07568,0.00822,0.23063,0.94500
0.14000,1.05575,2.10184,0.00918,0.23354,1.05575
0.15000,1.16675,2.25221,0.01015,0.25025,1.16675
0.16000,1.27444,2.34800,0.01108,0.26089,1.27444
0.17000,1.37669,2.38023,0.01197,0.26447,1.37669
0.18000,1.47287,2.42647,0.01281,0.26961,1.47287
0.19000,1.56387,2.44268,0.01360,0.27141,1.56387
0.20000,1.65087,2.57799,0.01436,0.28644,1.65087
0.21000,1.73537,2.69293,0.01509,0.29921,1.73537
0.22000,1.81844,2.88871,0.01581,0.32097,1.81844
0.23000,1.90119,3.08912,0.01653,0.34324,1.90119
0.24000,1.98425,3.19309,0.01725,0.35479,1.98425
0.25000,2.06781,3.45673,0.01798,0.38408,2.06781
0.26000,2.15194,3.61277,0.01871,0.40142,2.15194
0.27000,2.23656,3.70730,0.01945,0.41192,2.23656
0.28000,2.32150,3.86721,0.02019,0.42969,2.32150
0.29000,2.40650,3.98109,0.02093,0.44234,2.40650
0.30000,2.49150,4.03321,0.02167,0.44813,2.49150
0.31000,2.57625,4.19245,0.02240,0.46583,2.57625
0.32000,2.66075,4.30459,0.02314,0.47829,2.66075
0.33000,2.74500,4.33535,0.02387,0.48171,2.74500
0.34000,2.82900,4.44804,0.02460,0.49423,2.82900
0.35000,2.91294,4.54647,0.02533,0.50516,2.91294
0.36000,2.99669,4.61272,0.02606,0.51252,2.99669
0.37000,3.08044,4.71112,0.02679,0.52346,3.08044
0.38000,3.16406,4.68327,0.02751,0.52036,3.16406
0.39000,3.24769,4.69506,0.02824,0.52167,3.24769
0.40000,3.33125,4.82932,0.02897,0.53659,3.33125
0.41000,3.41481,4.92699,0.02969,0.54744,3.41481
0.42000,3.49837,5.00183,0.03042,0.55576,3.49837
0.43000,3.58187,5.08926,0.03115,0.56547,3.58187
0.44000,3.66537,5.11395,0.03187,0.56822,3.66537
0.45000,3.74887,5.17535,0.03260,0.57504,3.74887
0.46000,3.83231,5.38629,0.03332,0.59848,3.83231
0.47000,3.91581,5.48215,0.03405,0.60913,3.91581
0.48000,3.99925,5.48002,0.03478,0.60889,3.99925
0.49000,4.08269,5.57625,0.03550,0.61958,4.08269
0.50000,4.16619,5.59302,0.03623,0.62145,4.16619
0.51000,4.24956,5.57941,0.03695,0.61993,4.24956
0.52000,4.33300,5.74756,0.03768,0.63862,4.33300
0.53000,4.41637,5.79973,0.03840,0.64441,4.41637
0.54000,4.49975,5.90536,0.03913,0.65615,4.49975
0.55000,4.58306,5.99504,0.03985,0.66612,4.58306
0.56000,4.66644,5.98202,0.04058,0.66467,4.66644
0.57000,4.74981,6.05424,0.04130,0.67269,4.74981
0.58000,4.83312,6.23459,0.04203,0.69273,4.83312
0.59000,4.91650,6.28536,0.04275,0.69837,4.91650
0.60000,4.99987,6.27934,0.04348,0.69770,4.99987
0.61000,5.08319,6.32773,0.04420,0.70308,5.08319
0.62000,5.16656,6.35756,0.04493,0.70640,5.16656
0.63000,5.24994,6.43145,0.04565,0.71461,5.24994
0.64000,5.33325,6.55761,0.04638,0.72862,5.33325
0.65000,5.41662,6.48291,0.04710,0.72032,5.41662
0.66000,5.49994,6.45805,0.04783,0.71756,5.49994
0.67000,5.58325,6.65599,0.04855,0.73955,5.58325
0.68000,5.66656,6.82696,0.04927,0.75855,5.66656
0.69000,5.74994,6.88037,0.05000,0.76449,5.74994
0.70000,5.83325,7.11209,0.05072,0.79023,5.83325
0.71000,5.91656,7.14128,0.05145,0.79348,5.91656
0.72000,5.99994,7.03352,0.05217,0.78150,5.99994
0.73000,6.08331,7.12164,0.05290,0.79129,6.08331
0.74000,6.16669,7.12259,0.05362,0.79140,6.16669
0.75000,6.25000,7.13449,0.05435,0.79272,6.25000
0.76000,6.33337,7.29983,0.05507,0.81109,6.33337
0.77000,6.41669,7.29386,0.05580,0.81043,6.41669
0.78000,6.50000,7.26924,0.05652,0.80769,6.50000
0.79000,6.58331,7.40292,0.05725,0.82255,6.58331
0.80000,6.66662,7.37502,0.05797,0.81945,6.66662
0.81000,6.75000,7.34830,0.05870,0.81648,6.75000
0.82000,6.83331,7.54864,0.05942,0.83874,6.83331
0.83000,6.91669,7.61577,0.06015,0.84620,6.91669
0.84000,7.00000,7.62669,0.06087,0.84741,7.00000
0.85000,7.08337,7.79958,0.06159,0.86662,7.08337
0.86000,7.16669,7.81488,0.06232,0.86832,7.16669
0.87000,7.25000,7.87993,0.06304,0.87555,7.25000
