Time,Extension,Load,Tensile strain,Tensile stress,Corrected Position
(sec),(mm),(N),(mm/mm),(MPa),(mm)
0.00000,0.00000,0.02964,0.00000,0.00329,0.00000
0.01000,0.00031,-0.00834,0.00000,-0.00093,0.00031
0.02000,0.00206,0.02470,0.00002,0.00274,0.00206
0.03000,0.00612,0.14113,0.00005,0.01568,0.00612
0.04000,0.01269,0.34367,0.00011,0.03819,0.01269
0.05000,0.02137,0.45910,0.00019,0.05101,0.02137
0.06000,0.03156,0.42290,0.00027,0.04699,0.03156
0.07000,0.04262,0.34800,0.00037,0.03867,0.04262
0.08000,0.05406,0.26224,0.00047,0.02914,0.05406
0.09000,0.06531,0.26216,0.00057,0.02913,0.06531
0.10000,0.07606,0.28707,0.00066,0.03190,0.07606
0.11000,0.08631,0.29099,0.00075,0.03233,0.08631
0.12000,0.09587,0.32501,0.00083,0.03611,0.09587
0.13000,0.10494,0.39375,0.00091,0.04375,0.10494
0.14000,0.11375,0.40056,0.00099,0.04451,0.11375
0.15000,0.12231,0.35734,0.00106,0.03970,0.12231
0.16000,0.13081,0.38766,0.00114,0.04307,0.13081
0.17000,0.13931,0.41518,0.00121,0.04613,0.13931
0.18000,0.14775,0.41984,0.00128,0.04665,0.14775
0.19000,0.15619,0.42966,0.00136,0.04774,0.15619
0.20000,0.16469,0.37078,0.00143,0.04120,0.16469
0.21000,0.17319,0.32601,0.00151,0.03622,0.17319
0.22000,0.18175,0.37032,0.00158,0.04115,0.18175
0.23000,0.19037,0.43492,0.00166,0.04832,0.19037
0.24000,0.19894,0.49138,0.00173,0.05460,0.19894
0.25000,0.20744,0.50487,0.00180,0.05610,0.20744
0.26000,0.21587,0.58655,0.00188,0.06517,0.21587
0.27000,0.22425,0.73389,0.00195,0.08154,0.22425
0.28000,0.23269,0.78434,0.00202,0.08715,0.23269
0.29000,0.24106,0.79546,0.00210,0.08838,0.24106
0.30000,0.24950,0.78436,0.00217,0.08715,0.24950
0.31000,0.25787,0.73195,0.00224,0.08133,0.25787
0.32000,0.26625,0.72571,0.00232,0.08063,0.26625
0.33000,0.27456,0.79161,0.00239,0.08796,0.27456
0.34000,0.28294,0.85977,0.00246,0.09553,0.28294
0.35000,0.29125,0.87229,0.00253,0.09692,0.29125
0.36000,0.29962,0.78752,0.00261,0.08750,0.29962
0.37000,0.30800,0.73661,0.00268,0.08185,0.30800
0.38000,0.31637,0.72120,0.00275,0.08013,0.31637
0.39000,0.32475,0.71280,0.00282,0.07920,0.32475
0.40000,0.33312,0.71082,0.00290,0.07898,0.33312
0.41000,0.34144,0.70357,0.00297,0.07817,0.34144
0.42000,0.34975,0.67479,0.00304,0.07498,0.34975
0.43000,0.35812,0.73739,0.00311,0.08193,0.35812
0.44000,0.36644,0.89257,0.00319,0.09917,0.36644
0.45000,0.37481,0.97515,0.00326,0.10835,0.37481
0.46000,0.38319,0.99820,0.00333,0.11091,0.38319
0.47000,0.39150,1.03052,0.00340,0.11450,0.39150
0.48000,0.39987,1.11108,0.00348,0.12345,0.39987
0.49000,0.40819,1.10138,0.00355,0.12238,0.40819
0.50000,0.41650,1.09131,0.00362,0.12126,0.41650
0.51000,0.42487,1.04382,0.00369,0.11598,0.42487
0.52000,0.43325,1.06449,0.00377,0.11828,0.43325
0.53000,0.44162,1.09295,0.00384,0.12144,0.44162
0.54000,0.45000,1.10919,0.00391,0.12324,0.45000
0.55000,0.45831,1.02528,0.00399,0.11392,0.45831
0.56000,0.46669,1.03275,0.00406,0.11475,0.46669
0.57000,0.47494,1.08333,0.00413,0.12037,0.47494
0.58000,0.48325,1.15506,0.00420,0.12834,0.48325
0.59000,0.49156,1.19337,0.00427,0.13260,0.49156
0.60000,0.49994,1.23407,0.00435,0.13712,0.49994
0.61000,0.50831,1.18002,0.00442,0.13111,0.50831
0.62000,0.51662,1.15878,0.00449,0.12875,0.51662
0.63000,0.52500,1.16155,0.00457,0.12906,0.52500
0.64000,0.53331,1.24609,0.00464,0.13845,0.53331
0.65000,0.54156,1.30108,0.00471,0.14456,0.54156
0.66000,0.54994,1.35263,0.00478,0.15029,0.54994
0.67000,0.55825,1.43262,0.00485,0.15918,0.55825
0.68000,0.56662,1.52409,0.00493,0.16934,0.56662
0.69000,0.57500,1.59620,0.00500,0.17736,0.57500
0.70000,0.58331,1.58084,0.00507,0.17565,0.58331
0.71000,0.59162,1.50969,0.00514,0.16774,0.59162
0.72000,0.59994,1.53602,0.00522,0.17067,0.59994
0.73000,0.60825,1.46835,0.00529,0.16315,0.60825
0.74000,0.61656,1.43264,0.00536,0.15918,0.61656
0.75000,0.62494,1.40137,0.00543,0.15571,0.62494
0.76000,0.63325,1.36370,0.00551,0.15152,0.63325
0.77000,0.64162,1.35572,0.00558,0.15064,0.64162
0.78000,0.64987,1.41744,0.00565,0.15749,0.64987
0.79000,0.65819,1.47252,0.00572,0.16361,0.65819
0.80000,0.66650,1.53063,0.00580,0.17007,0.66650
0.81000,0.67487,1.55965,0.00587,0.17330,0.67487
0.82000,0.68325,1.60212,0.00594,0.17801,0.68325
0.83000,0.69162,1.61104,0.00601,0.17900,0.69162
0.84000,0.70000,1.60746,0.00609,0.17861,0.70000
0.85000,0.70831,1.64148,0.00616,0.18239,0.70831
0.86000,0.71669,1.73021,0.00623,0.19225,0.71669
0.87000,0.72500,1.76869,0.00630,0.19652,0.72500
0.88000,0.73331,1.72477,0.00638,0.19164,0.73331
0.89000,0.74162,1.59010,0.00645,0.17668,0.74162
0.90000,0.75000,1.59627,0.00652,0.17736,0.75000
0.91000,0.75837,1.65586,0.00659,0.18398,0.75837
0.92000,0.76669,1.76714,0.00667,0.19635,0.76669
0.93000,0.77500,1.81162,0.00674,0.20129,0.77500
0.94000,0.78331,1.77616,0.00681,0.19735,0.78331
0.95000,0.79162,1.66335,0.00688,0.18482,0.79162
0.96000,0.79994,1.69622,0.00696,0.18847,0.79994
0.97000,0.80825,1.73913,0.00703,0.19324,0.80825
0.98000,0.81662,1.74971,0.00710,0.19441,0.81662
0.99000,0.82500,1.71696,0.00717,0.19077,0.82500
1.00000,0.83331,1.72644,0.00725,0.19183,0.83331
1.01000,0.84162,1.71373,0.00732,0.19041,0.84162
1.02000,0.84994,1.70959,0.00739,0.18995,0.84994
1.03000,0.85825,1.65145,0.00746,0.18349,0.85825
1.04000,0.86656,1.70173,0.00754,0.18908,0.86656
1.05000,0.87494,1.84400,0.00761,0.20489,0.87494
1.06000,0.88331,1.93030,0.00768,0.21448,0.88331
1.07000,0.89169,1.99014,0.00775,0.22113,0.89169
1.08000,0.90000,2.05629,0.00783,0.22848,0.90000
1.09000,0.90831,2.07551,0.00790,0.23061,0.90831
1.10000,0.91662,2.07066,0.00797,0.23007,0.91662
1.11000,0.92494,2.13005,0.00804,0.23667,0.92494
1.12000,0.93331,2.10206,0.00812,0.23356,0.93331
1.13000,0.94175,2.04015,0.00819,0.22668,0.94175
1.14000,0.95006,2.01776,0.00826,0.22420,0.95006
1.15000,0.95844,2.07742,0.00833,0.23082,0.95844
