Time,Extension,Load,
(sec),(mm),(N),(kgf)
0,0,-1.038328102,-0.10588
0.02,0.01144,-0.824935398,-0.08412
0.04,0.06769,-0.555448656,-0.05664
0.06,0.16462,-0.314891532,-0.03211
0.08,0.27756,-0.226827815,-0.02313
0.1,0.38581,-0.245754649,-0.02506
0.12,0.48294,-0.141313827,-0.01441
0.14,0.57106,0.039814999,0.00406
0.16,0.65537,0.211235241,0.02154
0.18,0.73937,0.493274495,0.0503
0.2,0.82406,0.789631458,0.08052
0.22,0.90937,0.778255744,0.07936
0.24,0.99475,0.819247541,0.08354
0.26,1.07956,1.093931808,0.11155
0.28,1.16394,1.285946015,0.13113
0.3,1.248,1.292418404,0.13179
0.32,1.33169,1.501300049,0.15309
0.34,1.41537,1.74754503,0.1782
0.36,1.499,1.833745484,0.18699
0.38,1.58256,2.024779026,0.20647
0.4,1.666,2.136084503,0.21782
0.42,1.7495,2.240329193,0.22845
0.44,1.83287,2.350163673,0.23965
0.46,1.91631,2.494615627,0.25438
0.48,1.99981,2.613374159,0.26649
0.5,2.08319,2.759100978,0.28135
0.52,2.16662,2.772339955,0.2827
0.54,2.25006,2.948271256,0.30064
0.56,2.33337,3.14008933,0.3202
0.58,2.41669,3.223641988,0.32872
0.6,2.5,3.203636422,0.32668
0.62,2.58325,3.30317392,0.33683
0.64,2.66656,3.405751479,0.34729
0.66,2.74994,3.392414435,0.34593
0.68,2.83331,3.670629095,0.3743
0.7,2.91662,3.692399858,0.37652
0.72,3.00006,3.650917729,0.37229
0.74,3.08337,3.853523118,0.39295
0.76,3.16669,4.041516598,0.41212
0.78,3.25006,4.1387005,0.42203
0.8,3.33331,4.237845731,0.43214
0.82,3.41662,4.341403955,0.4427
0.84,3.5,4.547147472,0.46368
0.86,3.58325,4.646194637,0.47378
0.88,3.66656,4.757696248,0.48515
0.9,3.75006,4.874297316,0.49704
0.92,3.83337,4.939805738,0.50372
0.94,3.91675,5.086415156,0.51867
0.96,4.00012,5.318342428,0.54232
0.98,4.08337,5.253128206,0.53567
1,4.16669,5.259208329,0.53629
1.02,4.25,5.261365792,0.53651
1.04,4.33331,5.217628133,0.53205
1.06,4.41656,5.377476528,0.54835
1.08,4.5,5.623623443,0.57345
1.1,4.58331,5.827601763,0.59425
1.12,4.66669,5.8251501,0.594
1.14,4.75012,5.859963708,0.59755
1.16,4.83344,5.897915443,0.60142
1.18,4.91669,5.953715282,0.60711
1.2,5.00006,6.050506917,0.61698
1.22,5.08337,6.251935508,0.63752
1.24,5.16662,6.28606265,0.641
1.26,5.25,6.385992414,0.65119
1.28,5.33325,6.606151706,0.67364
1.3,5.41656,6.638807851,0.67697
1.32,5.5,6.562806313,0.66922
1.34,5.58331,6.686860436,0.68187
1.36,5.66669,6.898684076,0.70347
1.38,5.75006,7.079224502,0.72188
1.4,5.83337,7.002830699,0.71409
1.42,5.91669,7.091973147,0.72318
1.44,6.00006,7.096288073,0.72362
1.46,6.08337,7.178369734,0.73199
1.48,6.16662,7.136985671,0.72777
1.5,6.25,7.263295323,0.74065
1.52,6.33331,7.355870099,0.75009
1.54,6.41662,7.501204652,0.76491
1.56,6.5,7.668113835,0.78193
1.58,6.58331,7.62565104,0.7776
1.6,6.66662,7.727836333,0.78802
1.62,6.75006,7.718814215,0.7871
1.64,6.83337,7.932403052,0.80888
1.66,6.91669,8.06498896,0.8224
1.68,7.00012,8.135498774,0.82959
1.7,7.08337,8.088622987,0.82481
1.72,7.16669,8.037628407,0.81961
1.74,7.25,8.09862577,0.82583
1.76,7.33325,8.204733723,0.83665
1.78,7.41656,8.207185385,0.8369
1.8,7.50006,8.268575014,0.84316
1.82,7.58337,8.356442598,0.85212
1.84,7.66675,8.523155648,0.86912
1.86,7.75012,8.655545423,0.88262
1.88,7.83337,8.587879538,0.87572
1.9,7.91662,8.541101818,0.87095
1.92,8,8.473337866,0.86404
1.94,8.08319,8.606708306,0.87764
1.96,8.16656,8.667215337,0.88381
1.98,8.25006,8.868840061,0.90437
2,8.33344,8.929052892,0.91051
2.02,8.41675,9.070758984,0.92496
2.04,8.50012,9.119596101,0.92994
2.06,8.58337,9.119694168,0.92995
2.08,8.66656,9.109593318,0.92892
2.1,8.74994,9.024177397,0.92021
2.12,8.83319,9.255908536,0.94384
2.14,8.91656,9.41046134,0.9596
2.16,9,9.363585553,0.95482
2.18,9.08331,9.343481921,0.95277
2.2,9.16669,9.416247264,0.96019
2.22,9.25012,9.610124734,0.97996
2.24,9.33337,9.722410877,0.99141
2.26,9.41669,9.715252022,0.99068
2.28,9.50012,9.746633302,0.99388
2.3,9.58337,9.842738472,1.00368
2.32,9.66662,9.8851032,1.008
2.34,9.75,9.91452315,1.011
2.36,9.83325,9.914228951,1.01097
2.38,9.91656,9.911875355,1.01073
2.4,10,9.954436216,1.01507
2.42,10.08331,10.02818222,1.02259
2.44,10.16669,10.13046558,1.03302
2.46,10.25006,10.10947935,1.03088
2.48,10.33337,10.06554556,1.0264
2.5,10.41669,10.13938963,1.03393
2.52,10.50006,10.0420096,1.024
2.54,10.58325,10.14380263,1.03438
2.56,10.66656,10.26746448,1.04699
2.58,10.75,10.42084049,1.06263
2.6,10.83331,10.39259734,1.05975
2.62,10.91662,10.16194493,1.03623
2.64,11.00006,10.19058035,1.03915
2.66,11.08337,10.30061096,1.05037
2.68,11.16669,10.36572712,1.05701
2.7,11.25006,10.62119035,1.08306
2.72,11.33337,10.74857873,1.09605
2.74,11.41662,10.70287974,1.09139
2.76,11.5,10.62472074,1.08342
2.78,11.58325,10.61403149,1.08233
2.8,11.66656,10.6523755,1.08624
2.82,11.75,10.68140318,1.0892
2.84,11.83337,10.82693387,1.10404
2.86,11.91669,10.93019789,1.11457
2.88,12.00012,10.97658335,1.1193
2.9,12.08344,10.96658056,1.11828
2.92,12.16669,11.08798689,1.13066
2.94,12.25006,11.13005742,1.13495
2.96,12.33331,11.1222121,1.13415
2.98,12.41662,10.94863439,1.11645
3,12.5,10.96030431,1.11764
3.02,12.58331,10.99982511,1.12167
