Time,Extension,Load,Tensile strain,Tensile stress,Corrected Position
(sec),(mm),(N),(mm/mm),(MPa),(mm)
0.00000,0.00000,0.05456,0.00000,0.00606,0.00000
0.01000,0.00325,-0.01308,0.00003,-0.00145,0.00325
0.02000,0.02006,0.15733,0.00017,0.01748,0.02006
0.03000,0.05175,0.43194,0.00045,0.04799,0.05175
0.04000,0.09831,0.67801,0.00085,0.07533,0.09831
0.05000,0.15944,0.96830,0.00139,0.10759,0.15944
0.06000,0.23519,1.21897,0.00205,0.13544,0.23519
0.07000,0.32344,1.37128,0.00281,0.15236,0.32344
0.08000,0.41912,1.47206,0.00364,0.16356,0.41912
0.09000,0.51931,1.50534,0.00452,0.16726,0.51931
0.10000,0.62250,1.55398,0.00541,0.17266,0.62250
0.11000,0.72812,1.62973,0.00633,0.18108,0.72812
0.12000,0.83556,1.70081,0.00727,0.18898,0.83556
0.13000,0.94462,1.87362,0.00821,0.20818,0.94462
0.14000,1.05512,2.06893,0.00917,0.22988,1.05512
0.15000,1.16594,2.22560,0.01014,0.24729,1.16594
0.16000,1.27375,2.29756,0.01108,0.25528,1.27375
0.17000,1.37619,2.26516,0.01197,0.25168,1.37619
0.18000,1.47269,2.32114,0.01281,0.25790,1.47269
0.19000,1.56387,2.36153,0.01360,0.26239,1.56387
0.20000,1.65106,2.57232,0.01436,0.28581,1.65106
0.21000,1.73562,2.82005,0.01509,0.31334,1.73562
0.22000,1.81881,2.97988,0.01582,0.33110,1.81881
0.23000,1.90162,3.16719,0.01654,0.35191,1.90162
0.24000,1.98456,3.27248,0.01726,0.36361,1.98456
0.25000,2.06812,3.37762,0.01798,0.37529,2.06812
0.26000,2.15219,3.47272,0.01871,0.38586,2.15219
0.27000,2.23675,3.48805,0.01945,0.38756,2.23675
0.28000,2.32169,3.48222,0.02019,0.38691,2.32169
0.29000,2.40662,3.70504,0.02093,0.41167,2.40662
0.30000,2.49162,3.84922,0.02167,0.42769,2.49162
0.31000,2.57637,3.92698,0.02240,0.43633,2.57637
0.32000,2.66087,4.08257,0.02314,0.45362,2.66087
0.33000,2.74512,4.14808,0.02387,0.46090,2.74512
0.34000,2.82919,4.20047,0.02460,0.46672,2.82919
0.35000,2.91300,4.40921,0.02533,0.48991,2.91300
0.36000,2.99681,4.46639,0.02606,0.49627,2.99681
0.37000,3.08050,4.54795,0.02679,0.50533,3.08050
0.38000,3.16412,4.77013,0.02751,0.53001,3.16412
0.39000,3.24769,4.82874,0.02824,0.53653,3.24769
0.40000,3.33131,4.90092,0.02897,0.54455,3.33131
0.41000,3.41487,5.08465,0.02969,0.56496,3.41487
0.42000,3.49844,5.07659,0.03042,0.56407,3.49844
0.43000,3.58194,5.10615,0.03115,0.56735,3.58194
0.44000,3.66544,5.25065,0.03187,0.58341,3.66544
0.45000,3.74894,5.23987,0.03260,0.58221,3.74894
0.46000,3.83244,5.24472,0.03333,0.58275,3.83244
0.47000,3.91581,5.42402,0.03405,0.60267,3.91581
0.48000,3.99925,5.41844,0.03478,0.60205,3.99925
0.49000,4.08269,5.38697,0.03550,0.59855,4.08269
0.50000,4.16612,5.65911,0.03623,0.62879,4.16612
0.51000,4.24956,5.82355,0.03695,0.64706,4.24956
0.52000,4.33294,5.88551,0.03768,0.65395,4.33294
0.53000,4.41631,6.07012,0.03840,0.67446,4.41631
0.54000,4.49975,5.99952,0.03913,0.66661,4.49975
0.55000,4.58312,5.92413,0.03985,0.65824,4.58312
0.56000,4.66644,6.00953,0.04058,0.66773,4.66644
0.57000,4.74981,5.98972,0.04130,0.66552,4.74981
0.58000,4.83319,6.11369,0.04203,0.67930,4.83319
0.59000,4.91644,6.44655,0.04275,0.71628,4.91644
0.60000,4.99987,6.50856,0.04348,0.72317,4.99987
0.61000,5.08319,6.46761,0.04420,0.71862,5.08319
0.62000,5.16656,6.66540,0.04493,0.74060,5.16656
0.63000,5.24994,6.65857,0.04565,0.73984,5.24994
0.64000,5.33331,6.58720,0.04638,0.73191,5.33331
0.65000,5.41662,6.76143,0.04710,0.75127,5.41662
0.66000,5.50000,6.88056,0.04783,0.76451,5.50000
0.67000,5.58331,6.93618,0.04855,0.77069,5.58331
0.68000,5.66656,7.12657,0.04927,0.79184,5.66656
0.69000,5.74994,7.05085,0.05000,0.78343,5.74994
0.70000,5.83325,7.05824,0.05072,0.78425,5.83325
0.71000,5.91656,7.19645,0.05145,0.79961,5.91656
0.72000,5.99994,7.23926,0.05217,0.80436,5.99994
0.73000,6.08325,7.33864,0.05290,0.81540,6.08325
0.74000,6.16662,7.48826,0.05362,0.83203,6.16662
0.75000,6.25000,7.44310,0.05435,0.82701,6.25000
0.76000,6.33337,7.45321,0.05507,0.82813,6.33337
0.77000,6.41669,7.60594,0.05580,0.84510,6.41669
0.78000,6.50000,7.61897,0.05652,0.84655,6.50000
0.79000,6.58331,7.59430,0.05725,0.84381,6.58331
0.80000,6.66662,7.81424,0.05797,0.86825,6.66662
0.81000,6.75000,7.84661,0.05870,0.87185,6.75000
0.82000,6.83331,7.85357,0.05942,0.87262,6.83331
0.83000,6.91669,8.04328,0.06015,0.89370,6.91669
0.84000,7.00000,8.07041,0.06087,0.89671,7.00000
0.85000,7.08337,8.09449,0.06159,0.89939,7.08337
0.86000,7.16662,8.21102,0.06232,0.91234,7.16662
