Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,0.00010
0.10000,0.07594,0.46781
0.20000,0.16462,0.76636
0.30000,0.24937,1.25259
0.40000,0.33306,1.46123
0.50000,0.41662,1.49146
0.60000,0.50012,1.77512
0.70000,0.58337,2.01096
0.80000,0.66662,1.98646
0.90000,0.75012,2.27169
1.00000,0.83331,2.91334
1.10000,0.91662,2.92383
1.20000,1.00006,3.00634
1.30000,1.08331,3.33690
1.40000,1.16669,3.71150
1.50000,1.25006,3.63477
1.60000,1.33337,4.02128
1.70000,1.41675,4.04754
1.80000,1.50006,4.23595
1.90000,1.58337,4.63147
2.00000,1.66662,4.59266
2.10000,1.75012,4.90474
2.20000,1.83331,4.91401
2.30000,1.91662,5.16611
2.40000,2.00006,5.26940
2.50000,2.08331,5.59515
2.60000,2.16662,5.75656
2.70000,2.25006,5.80918
2.80000,2.33337,5.92350
2.90000,2.41669,5.99636
3.00000,2.50012,6.18717
3.10000,2.58337,6.33887
3.20000,2.66669,6.65056
3.30000,2.75006,6.81559
3.40000,2.83331,6.77914
3.50000,2.91662,7.10645
3.60000,3.00012,7.22631
3.70000,3.08337,7.26438
3.80000,3.16669,7.43412
3.90000,3.25006,7.61316
4.00000,3.33344,7.69955
4.10000,3.41656,7.85762
4.20000,3.50006,7.82910
4.30000,3.58331,8.25937
4.40000,3.66669,8.09973
4.50000,3.75012,8.31224
4.60000,3.83337,8.53274
4.70000,3.91669,8.88182
4.80000,4.00006,8.86947
4.90000,4.08331,9.03876
5.00000,4.16669,9.11021
5.10000,4.25006,9.24711
5.20000,4.33337,9.28734
5.30000,4.41669,9.35814
5.40000,4.50012,9.61103
5.50000,4.58337,9.86662
5.60000,4.66662,9.91571
5.70000,4.75006,10.03699
5.80000,4.83331,10.22240
5.90000,4.91675,10.35402
6.00000,5.00012,10.35363
6.10000,5.08337,10.60744
6.20000,5.16669,10.75141
6.30000,5.25006,10.77032
6.40000,5.33331,11.05280
6.50000,5.41662,11.08911
6.60000,5.50006,11.31593
6.70000,5.58331,11.69985
6.80000,5.66662,11.69206
6.90000,5.75012,11.86003
7.00000,5.83337,11.80578
7.10000,5.91669,11.91162
7.20000,6.00012,11.92260
7.30000,6.08337,12.25222
7.40000,6.16669,12.32131
7.50000,6.25000,12.52064
7.60000,6.33331,12.72610
7.70000,6.41662,12.65578
7.80000,6.50006,13.02265
7.90000,6.58331,12.95116
8.00000,6.66669,13.21968
8.10000,6.75012,13.10996
8.20000,6.83337,13.38544
8.30000,6.91669,13.55018
8.40000,7.00012,13.78239
8.50000,7.08337,13.67969
8.60000,7.16662,13.81600
8.70000,7.25006,14.18017
8.80000,7.33331,14.19565
8.90000,7.41662,14.34422
9.00000,7.50006,14.49451
9.10000,7.58337,14.54488
9.20000,7.66662,14.65322
9.30000,7.75012,14.80345
9.40000,7.83331,14.87028
9.50000,7.91669,15.10024
9.60000,8.00012,15.21475
9.70000,8.08344,15.48646
9.80000,8.16669,15.43760
9.90000,8.25006,15.52972
10.00000,8.33337,15.55530
10.10000,8.41662,15.52732
10.20000,8.50006,15.88282
10.30000,8.58331,15.93652
10.40000,8.66669,16.02884
10.50000,8.75006,16.29613
10.60000,8.83331,16.14281
10.70000,8.91669,16.31049
10.80000,9.00006,16.59782
10.90000,9.08331,16.68896
11.00000,9.16662,16.86404
11.10000,9.25006,16.58204
11.20000,9.33344,17.00114
11.30000,9.41669,16.86007
11.40000,9.50012,17.26550
11.50000,9.58337,17.45223
11.60000,9.66675,17.24687
11.70000,9.75006,17.20797
11.80000,9.83337,17.35448
11.90000,9.91669,17.68876
12.00000,10.00006,17.71958
12.10000,10.08337,17.77583
