Time,Extension,Load,Tensile strain,Tensile stress,Corrected Position
(sec),(mm),(N),(mm/mm),(MPa),(mm)
0.00000,0.00000,-0.00027,0.00000,-0.00003,0.00000
0.01000,0.00031,-0.00975,0.00000,-0.00108,0.00031
0.02000,0.00206,-0.09285,0.00002,-0.01032,0.00206
0.03000,0.00612,-0.13164,0.00005,-0.01463,0.00612
0.04000,0.01269,-0.11085,0.00011,-0.01232,0.01269
0.05000,0.02137,0.01678,0.00019,0.00186,0.02137
0.06000,0.03156,0.08856,0.00027,0.00984,0.03156
0.07000,0.04262,0.05604,0.00037,0.00623,0.04262
0.08000,0.05400,0.07129,0.00047,0.00792,0.05400
0.09000,0.06512,0.08256,0.00057,0.00917,0.06512
0.10000,0.07581,0.10717,0.00066,0.01191,0.07581
0.11000,0.08600,0.19111,0.00075,0.02123,0.08600
0.12000,0.09562,0.26264,0.00083,0.02918,0.09562
0.13000,0.10481,0.33132,0.00091,0.03681,0.10481
0.14000,0.11356,0.41148,0.00099,0.04572,0.11356
0.15000,0.12219,0.47278,0.00106,0.05253,0.12219
0.16000,0.13069,0.53670,0.00114,0.05963,0.13069
0.17000,0.13919,0.61585,0.00121,0.06843,0.13919
0.18000,0.14769,0.68573,0.00128,0.07619,0.14769
0.19000,0.15619,0.71926,0.00136,0.07992,0.15619
0.20000,0.16475,0.77870,0.00143,0.08652,0.16475
0.21000,0.17325,0.80978,0.00151,0.08998,0.17325
0.22000,0.18175,0.73187,0.00158,0.08132,0.18175
0.23000,0.19031,0.69457,0.00165,0.07717,0.19031
0.24000,0.19881,0.72535,0.00173,0.08059,0.19881
0.25000,0.20737,0.73493,0.00180,0.08166,0.20737
0.26000,0.21587,0.64471,0.00188,0.07163,0.21587
0.27000,0.22425,0.63986,0.00195,0.07110,0.22425
0.28000,0.23269,0.66109,0.00202,0.07345,0.23269
0.29000,0.24106,0.70765,0.00210,0.07863,0.24106
0.30000,0.24944,0.77448,0.00217,0.08605,0.24944
0.31000,0.25781,0.88087,0.00224,0.09787,0.25781
0.32000,0.26625,0.90424,0.00232,0.10047,0.26625
0.33000,0.27469,0.95866,0.00239,0.10652,0.27469
0.34000,0.28306,1.02540,0.00246,0.11393,0.28306
0.35000,0.29144,1.02221,0.00253,0.11358,0.29144
0.36000,0.29975,1.01697,0.00261,0.11300,0.29975
0.37000,0.30806,1.01543,0.00268,0.11283,0.30806
0.38000,0.31637,0.99466,0.00275,0.11052,0.31637
0.39000,0.32475,1.01922,0.00282,0.11325,0.32475
