Time,Extension,Load,Tensile strain,Tensile stress,Corrected Position
(sec),(mm),(N),(mm/mm),(MPa),(mm)
0.00000,0.00000,0.01078,0.00000,0.00120,0.00000
0.01000,0.00031,-0.05386,0.00000,-0.00598,0.00031
0.02000,0.00206,0.00730,0.00002,0.00081,0.00206
0.03000,0.00612,0.10526,0.00005,0.01170,0.00612
0.04000,0.01269,0.15530,0.00011,0.01726,0.01269
0.05000,0.02137,0.12464,0.00019,0.01385,0.02137
0.06000,0.03162,0.15618,0.00027,0.01735,0.03162
0.07000,0.04269,0.24234,0.00037,0.02693,0.04269
0.08000,0.05400,0.34542,0.00047,0.03838,0.05400
0.09000,0.06519,0.35880,0.00057,0.03987,0.06519
0.10000,0.07587,0.38473,0.00066,0.04275,0.07587
0.11000,0.08606,0.44020,0.00075,0.04891,0.08606
0.12000,0.09569,0.47190,0.00083,0.05243,0.09569
0.13000,0.10481,0.43053,0.00091,0.04784,0.10481
0.14000,0.11362,0.47087,0.00099,0.05232,0.11362
0.15000,0.12219,0.49124,0.00106,0.05458,0.12219
0.16000,0.13069,0.51155,0.00114,0.05684,0.13069
0.17000,0.13919,0.53812,0.00121,0.05979,0.13919
0.18000,0.14769,0.53925,0.00128,0.05992,0.14769
0.19000,0.15619,0.59550,0.00136,0.06617,0.15619
0.20000,0.16475,0.67623,0.00143,0.07514,0.16475
0.21000,0.17325,0.81208,0.00151,0.09023,0.17325
0.22000,0.18175,0.80821,0.00158,0.08980,0.18175
0.23000,0.19031,0.79890,0.00165,0.08877,0.19031
0.24000,0.19881,0.79481,0.00173,0.08831,0.19881
0.25000,0.20731,0.85028,0.00180,0.09448,0.20731
0.26000,0.21581,0.90032,0.00188,0.10004,0.21581
0.27000,0.22431,0.96987,0.00195,0.10776,0.22431
0.28000,0.23269,1.02679,0.00202,0.11409,0.23269
0.29000,0.24106,1.09488,0.00210,0.12165,0.24106
0.30000,0.24944,1.05310,0.00217,0.11701,0.24944
0.31000,0.25781,1.09706,0.00224,0.12190,0.25781
0.32000,0.26625,1.07203,0.00232,0.11911,0.26625
0.33000,0.27469,1.08768,0.00239,0.12085,0.27469
0.34000,0.28306,1.03294,0.00246,0.11477,0.28306
0.35000,0.29137,0.94607,0.00253,0.10512,0.29137
0.36000,0.29975,0.96669,0.00261,0.10741,0.29975
0.37000,0.30806,1.01643,0.00268,0.11294,0.30806
0.38000,0.31637,1.10565,0.00275,0.12285,0.31637
0.39000,0.32475,1.17190,0.00282,0.13021,0.32475
0.40000,0.33312,1.20952,0.00290,0.13439,0.33312
0.41000,0.34144,1.22902,0.00297,0.13656,0.34144
0.42000,0.34981,1.26869,0.00304,0.14097,0.34981
0.43000,0.35812,1.35723,0.00311,0.15080,0.35812
0.44000,0.36644,1.38128,0.00319,0.15348,0.36644
0.45000,0.37475,1.39558,0.00326,0.15506,0.37475
0.46000,0.38306,1.39472,0.00333,0.15497,0.38306
0.47000,0.39144,1.44363,0.00340,0.16040,0.39144
0.48000,0.39981,1.46264,0.00348,0.16252,0.39981
0.49000,0.40819,1.43457,0.00355,0.15940,0.40819
0.50000,0.41656,1.43136,0.00362,0.15904,0.41656
0.51000,0.42487,1.46682,0.00369,0.16298,0.42487
0.52000,0.43319,1.52029,0.00377,0.16892,0.43319
0.53000,0.44156,1.60351,0.00384,0.17817,0.44156
0.54000,0.44987,1.67838,0.00391,0.18649,0.44987
0.55000,0.45825,1.64605,0.00398,0.18289,0.45825
0.56000,0.46662,1.64517,0.00406,0.18280,0.46662
0.57000,0.47494,1.73904,0.00413,0.19323,0.47494
0.58000,0.48325,1.80284,0.00420,0.20032,0.48325
0.59000,0.49156,1.72386,0.00427,0.19154,0.49156
0.60000,0.49987,1.72787,0.00435,0.19199,0.49987
0.61000,0.50825,1.75366,0.00442,0.19485,0.50825
0.62000,0.51662,1.70311,0.00449,0.18923,0.51662
0.63000,0.52500,1.67713,0.00457,0.18635,0.52500
0.64000,0.53337,1.73828,0.00464,0.19314,0.53337
0.65000,0.54169,1.76417,0.00471,0.19602,0.54169
0.66000,0.55000,1.88107,0.00478,0.20901,0.55000
0.67000,0.55831,1.96368,0.00485,0.21819,0.55831
0.68000,0.56656,1.99640,0.00493,0.22182,0.56656
0.69000,0.57487,2.08317,0.00500,0.23146,0.57487
0.70000,0.58325,2.13710,0.00507,0.23746,0.58325
0.71000,0.59156,2.11334,0.00514,0.23482,0.59156
0.72000,0.59994,2.07073,0.00522,0.23008,0.59994
0.73000,0.60825,2.08057,0.00529,0.23117,0.60825
0.74000,0.61656,2.11393,0.00536,0.23488,0.61656
0.75000,0.62487,2.17131,0.00543,0.24126,0.62487
0.76000,0.63325,2.16605,0.00551,0.24067,0.63325
0.77000,0.64156,2.17146,0.00558,0.24127,0.64156
0.78000,0.64994,2.16798,0.00565,0.24089,0.64994
0.79000,0.65831,2.15833,0.00572,0.23981,0.65831
0.80000,0.66662,2.07685,0.00580,0.23076,0.66662
0.81000,0.67494,2.01254,0.00587,0.22362,0.67494
