Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,-0.08187
0.10000,0.07594,0.33914
0.20000,0.16469,0.96002
0.30000,0.24925,1.20144
0.40000,0.33306,1.69389
0.50000,0.41669,1.97417
0.60000,0.49994,2.04149
0.70000,0.58331,2.30403
0.80000,0.66669,2.59651
0.90000,0.74994,2.93584
1.00000,0.83337,3.01164
1.10000,0.91675,3.32318
1.20000,0.99994,3.48816
1.30000,1.08337,3.64766
1.40000,1.16675,3.84121
1.50000,1.24987,3.87972
1.60000,1.33331,4.31366
1.70000,1.41669,4.41794
1.80000,1.49987,4.39579
1.90000,1.58331,4.69258
2.00000,1.66669,4.79327
2.10000,1.75000,4.93606
2.20000,1.83344,4.93875
2.30000,1.91675,5.07502
2.40000,1.99994,5.26284
2.50000,2.08337,5.57507
2.60000,2.16662,5.75945
2.70000,2.24987,5.66302
2.80000,2.33331,5.96432
2.90000,2.41675,5.90199
3.00000,2.49994,6.11705
3.10000,2.58337,6.25636
3.20000,2.66675,6.33652
3.30000,2.74994,6.44957
3.40000,2.83331,6.49651
3.50000,2.91675,6.62518
3.60000,2.99994,6.98925
3.70000,3.08331,6.81751
3.80000,3.16675,7.06417
3.90000,3.24987,7.14424
4.00000,3.33337,7.25655
4.10000,3.41669,7.31353
4.20000,3.49987,7.31118
4.30000,3.58337,7.53780
4.40000,3.66681,7.84386
4.50000,3.74994,7.74042
4.60000,3.83331,7.87610
4.70000,3.91675,7.90574
4.80000,3.99994,7.81524
4.90000,4.08331,8.08489
5.00000,4.16669,7.92015
5.10000,4.24987,8.24301
5.20000,4.33337,8.35762
5.30000,4.41675,8.43710
5.40000,4.49994,8.73556
5.50000,4.58337,8.61257
5.60000,4.66669,8.67911
5.70000,4.75000,8.73404
5.80000,4.83331,8.76221
5.90000,4.91675,9.01177
6.00000,4.99987,9.14961
6.10000,5.08331,9.21517
6.20000,5.16675,9.15029
6.30000,5.24994,9.25995
6.40000,5.33337,9.40431
6.50000,5.41675,9.41646
6.60000,5.50000,9.58962
6.70000,5.58337,9.58781
6.80000,5.66675,9.82130
6.90000,5.74994,9.61991
7.00000,5.83331,9.80130
7.10000,5.91669,9.73109
7.20000,5.99994,10.03567
7.30000,6.08331,10.02504
7.40000,6.16675,10.13695
7.50000,6.24994,10.04042
7.60000,6.33337,10.28199
7.70000,6.41669,10.20011
7.80000,6.49994,10.39386
7.90000,6.58331,10.33192
8.00000,6.66675,10.47652
8.10000,6.74994,10.35294
8.20000,6.83331,10.51283
8.30000,6.91675,10.41003
8.40000,6.99987,10.48387
8.50000,7.08337,10.70138
8.60000,7.16675,10.75729
8.70000,7.24994,10.84427
8.80000,7.33337,10.81379
8.90000,7.41675,10.90032
9.00000,7.49994,10.95667
9.10000,7.58331,11.20985
9.20000,7.66662,11.23862
9.30000,7.74987,11.15164
9.40000,7.83325,11.25430
9.50000,7.91675,11.36685
9.60000,7.99987,11.28752
9.70000,8.08344,11.42041
9.80000,8.16681,11.23489
9.90000,8.25000,11.38121
10.00000,8.33337,11.41825
10.10000,8.41675,11.50243
10.20000,8.49981,11.50733
10.30000,8.58325,11.33564
10.40000,8.66669,11.63135
10.50000,8.74994,11.71210
10.60000,8.83331,11.65070
10.70000,8.91675,11.76365
10.80000,8.99987,11.70965
10.90000,9.08337,11.92329
11.00000,9.16675,11.61493
11.10000,9.24994,12.03403
11.20000,9.33337,11.98469
11.30000,9.41675,11.76865
11.40000,9.49987,12.19392
11.50000,9.58325,12.23385
11.60000,9.66669,12.06338
11.70000,9.74987,12.03628
