Time,Extension,Load,Tensile strain,Tensile stress,Corrected Position
(sec),(mm),(N),(mm/mm),(MPa),(mm)
0.00000,0.00000,-0.04616,0.00000,-0.00513,0.00000
0.01000,0.00312,-0.01665,0.00003,-0.00185,0.00312
0.02000,0.01975,0.12917,0.00017,0.01435,0.01975
0.03000,0.05119,0.33206,0.00045,0.03690,0.05119
0.04000,0.09731,0.59152,0.00085,0.06572,0.09731
0.05000,0.15806,0.90459,0.00137,0.10051,0.15806
0.06000,0.23331,1.10231,0.00203,0.12248,0.23331
0.07000,0.32137,1.23644,0.00279,0.13738,0.32137
0.08000,0.41719,1.38486,0.00363,0.15387,0.41719
0.09000,0.51769,1.43894,0.00450,0.15988,0.51769
0.10000,0.62131,1.47651,0.00540,0.16406,0.62131
0.11000,0.72737,1.62563,0.00632,0.18063,0.72737
0.12000,0.83537,1.65336,0.00726,0.18371,0.83537
0.13000,0.94500,1.74647,0.00822,0.19405,0.94500
0.14000,1.05612,1.95901,0.00918,0.21767,1.05612
0.15000,1.16737,2.16142,0.01015,0.24016,1.16737
0.16000,1.27525,2.32351,0.01109,0.25817,1.27525
0.17000,1.37744,2.38160,0.01198,0.26462,1.37744
0.18000,1.47362,2.49913,0.01281,0.27768,1.47362
0.19000,1.56450,2.56222,0.01360,0.28469,1.56450
0.20000,1.65137,2.68798,0.01436,0.29866,1.65137
0.21000,1.73562,2.87421,0.01509,0.31936,1.73562
0.22000,1.81862,2.99216,0.01581,0.33246,1.81862
0.23000,1.90131,3.17991,0.01653,0.35332,1.90131
0.24000,1.98425,3.31457,0.01725,0.36829,1.98425
0.25000,2.06781,3.47741,0.01798,0.38638,2.06781
0.26000,2.15194,3.77013,0.01871,0.41890,2.15194
0.27000,2.23656,3.96098,0.01945,0.44011,2.23656
0.28000,2.32150,4.09363,0.02019,0.45485,2.32150
0.29000,2.40644,4.31155,0.02093,0.47906,2.40644
0.30000,2.49137,4.37922,0.02166,0.48658,2.49137
0.31000,2.57619,4.31640,0.02240,0.47960,2.57619
0.32000,2.66069,4.40391,0.02314,0.48932,2.66069
0.33000,2.74500,4.47812,0.02387,0.49757,2.74500
0.34000,2.82912,4.62296,0.02460,0.51366,2.82912
0.35000,2.91300,4.89858,0.02533,0.54429,2.91300
0.36000,2.99681,5.01702,0.02606,0.55745,2.99681
0.37000,3.08056,5.10511,0.02679,0.56723,3.08056
0.38000,3.16412,5.19720,0.02751,0.57747,3.16412
0.39000,3.24775,5.24826,0.02824,0.58314,3.24775
0.40000,3.33131,5.27983,0.02897,0.58665,3.33131
0.41000,3.41481,5.46739,0.02969,0.60749,3.41481
0.42000,3.49831,5.58340,0.03042,0.62038,3.49831
0.43000,3.58181,5.72694,0.03115,0.63633,3.58181
0.44000,3.66531,6.00479,0.03187,0.66720,3.66531
0.45000,3.74881,6.09666,0.03260,0.67741,3.74881
0.46000,3.83237,6.11145,0.03332,0.67905,3.83237
0.47000,3.91587,6.25289,0.03405,0.69477,3.91587
0.48000,3.99937,6.26660,0.03478,0.69629,3.99937
0.49000,4.08281,6.30621,0.03550,0.70069,4.08281
0.50000,4.16619,6.43782,0.03623,0.71531,4.16619
0.51000,4.24956,6.39460,0.03695,0.71051,4.24956
0.52000,4.33294,6.40165,0.03768,0.71129,4.33294
0.53000,4.41625,6.53380,0.03840,0.72598,4.41625
