Time,Extension,Load,Tensile strain,Tensile stress,Corrected Position
(sec),(mm),(N),(mm/mm),(MPa),(mm)
0.00000,0.00000,0.00549,0.00000,0.00061,0.00000
0.01000,0.00312,0.07899,0.00003,0.00878,0.00312
0.02000,0.01987,0.29339,0.00017,0.03260,0.01987
0.03000,0.05131,0.54657,0.00045,0.06073,0.05131
0.04000,0.09750,0.79320,0.00085,0.08813,0.09750
0.05000,0.15825,0.96385,0.00138,0.10709,0.15825
0.06000,0.23350,1.03503,0.00203,0.11500,0.23350
0.07000,0.32156,1.16005,0.00280,0.12889,0.32156
0.08000,0.41731,1.28391,0.00363,0.14266,0.41731
0.09000,0.51781,1.33240,0.00450,0.14804,0.51781
0.10000,0.62137,1.42137,0.00540,0.15793,0.62137
0.11000,0.72744,1.61782,0.00633,0.17976,0.72744
0.12000,0.83544,1.71399,0.00726,0.19044,0.83544
0.13000,0.94500,1.89978,0.00822,0.21109,0.94500
0.14000,1.05612,2.03194,0.00918,0.22577,1.05612
0.15000,1.16737,2.08344,0.01015,0.23149,1.16737
0.16000,1.27525,2.17164,0.01109,0.24129,1.27525
0.17000,1.37744,2.15231,0.01198,0.23915,1.37744
0.18000,1.47362,2.17374,0.01281,0.24153,1.47362
0.19000,1.56450,2.25175,0.01360,0.25019,1.56450
0.20000,1.65137,2.47692,0.01436,0.27521,1.65137
0.21000,1.73562,2.72146,0.01509,0.30238,1.73562
0.22000,1.81862,2.94886,0.01581,0.32765,1.81862
0.23000,1.90125,3.24234,0.01653,0.36026,1.90125
0.24000,1.98425,3.52597,0.01725,0.39177,1.98425
0.25000,2.06775,3.70206,0.01798,0.41134,2.06775
0.26000,2.15194,3.85932,0.01871,0.42881,2.15194
0.27000,2.23656,3.90404,0.01945,0.43378,2.23656
0.28000,2.32150,3.85376,0.02019,0.42820,2.32150
0.29000,2.40644,3.96924,0.02093,0.44103,2.40644
0.30000,2.49137,4.08589,0.02166,0.45399,2.49137
0.31000,2.57619,4.17371,0.02240,0.46375,2.57619
0.32000,2.66069,4.32049,0.02314,0.48005,2.66069
0.33000,2.74500,4.42788,0.02387,0.49199,2.74500
0.34000,2.82912,4.49065,0.02460,0.49896,2.82912
0.35000,2.91300,4.61193,0.02533,0.51244,2.91300
0.36000,2.99681,4.63980,0.02606,0.51553,2.99681
0.37000,3.08050,4.70057,0.02679,0.52229,3.08050
0.38000,3.16412,4.94643,0.02751,0.54960,3.16412
0.39000,3.24775,5.07364,0.02824,0.56374,3.24775
0.40000,3.33131,5.02576,0.02897,0.55842,3.33131
0.41000,3.41481,5.14628,0.02969,0.57181,3.41481
0.42000,3.49831,5.26070,0.03042,0.58452,3.49831
0.43000,3.58181,5.43378,0.03115,0.60375,3.58181
0.44000,3.66531,5.72192,0.03187,0.63577,3.66531
0.45000,3.74881,5.75667,0.03260,0.63963,3.74881
0.46000,3.83237,5.79108,0.03332,0.64345,3.83237
0.47000,3.91587,6.00288,0.03405,0.66699,3.91587
0.48000,3.99937,6.00056,0.03478,0.66673,3.99937
0.49000,4.08281,6.00979,0.03550,0.66775,4.08281
0.50000,4.16619,6.18972,0.03623,0.68775,4.16619
0.51000,4.24956,6.28507,0.03695,0.69834,4.24956
0.52000,4.33294,6.34720,0.03768,0.70524,4.33294
0.53000,4.41625,6.54690,0.03840,0.72743,4.41625
0.54000,4.49962,6.58798,0.03913,0.73200,4.49962
0.55000,4.58300,6.61874,0.03985,0.73542,4.58300
0.56000,4.66637,6.83497,0.04058,0.75944,4.66637
0.57000,4.74975,6.82838,0.04130,0.75871,4.74975
0.58000,4.83312,6.80009,0.04203,0.75557,4.83312
0.59000,4.91650,6.97060,0.04275,0.77451,4.91650
0.60000,4.99987,7.03763,0.04348,0.78196,4.99987
0.61000,5.08319,7.09379,0.04420,0.78820,5.08319
0.62000,5.16650,7.37213,0.04493,0.81913,5.16650
0.63000,5.24981,7.42812,0.04565,0.82535,5.24981
0.64000,5.33319,7.42195,0.04638,0.82466,5.33319
0.65000,5.41656,7.58930,0.04710,0.84326,5.41656
0.66000,5.49994,7.55824,0.04783,0.83980,5.49994
0.67000,5.58331,7.54428,0.04855,0.83825,5.58331
0.68000,5.66662,7.66363,0.04927,0.85151,5.66662
0.69000,5.75000,7.70450,0.05000,0.85606,5.75000
0.70000,5.83331,7.71109,0.05072,0.85679,5.83331
0.71000,5.91662,7.91126,0.05145,0.87903,5.91662
0.72000,6.00000,8.00143,0.05217,0.88905,6.00000
