Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,-0.10674
0.10000,0.07587,0.22028
0.20000,0.16469,0.65574
0.30000,0.24925,0.71146
0.40000,0.33306,1.22914
0.50000,0.41675,1.15089
0.60000,0.49994,1.49506
0.70000,0.58337,1.55734
0.80000,0.66669,1.69523
0.90000,0.74994,2.04327
1.00000,0.83337,2.07257
1.10000,0.91675,2.33007
1.20000,0.99994,2.39156
1.30000,1.08337,2.67586
1.40000,1.16675,2.59070
1.50000,1.24987,2.67478
1.60000,1.33331,2.95746
1.70000,1.41669,3.04292
1.80000,1.49994,3.20148
1.90000,1.58331,3.18497
2.00000,1.66669,3.33280
2.10000,1.75000,3.70216
2.20000,1.83344,3.48749
2.30000,1.91675,3.75175
2.40000,1.99994,3.82226
2.50000,2.08337,3.91252
2.60000,2.16662,4.18216
2.70000,2.24987,4.03257
2.80000,2.33337,4.09779
2.90000,2.41675,4.49944
3.00000,2.49994,4.54025
3.10000,2.58337,4.55187
3.20000,2.66675,4.64742
3.30000,2.74994,4.77570
3.40000,2.83337,4.84484
3.50000,2.91681,4.99488
3.60000,2.99994,5.05897
3.70000,3.08331,5.04794
3.80000,3.16675,5.03128
3.90000,3.24981,5.17421
4.00000,3.33337,5.61365
4.10000,3.41669,5.48154
4.20000,3.49987,5.43333
4.30000,3.58337,5.64780
4.40000,3.66681,5.58086
4.50000,3.74994,5.91049
4.60000,3.83337,5.94689
4.70000,3.91675,5.82626
4.80000,3.99994,5.93146
4.90000,4.08331,5.94488
5.00000,4.16669,6.12511
5.10000,4.24994,6.23986
5.20000,4.33337,6.35305
5.30000,4.41675,6.45953
5.40000,4.49994,6.52813
5.50000,4.58337,6.54126
5.60000,4.66675,6.63632
5.70000,4.75000,6.49378
5.80000,4.83325,6.61138
5.90000,4.91675,6.90224
6.00000,4.99994,6.85128
6.10000,5.08331,6.83771
6.20000,5.16675,6.93106
6.30000,5.24994,7.06453
6.40000,5.33331,7.12784
6.50000,5.41675,7.17228
6.60000,5.50000,7.15028
6.70000,5.58337,7.30973
6.80000,5.66675,7.18546
6.90000,5.74994,7.49058
7.00000,5.83331,7.51817
7.10000,5.91669,7.48005
7.20000,5.99994,7.49156
7.30000,6.08331,7.70903
7.40000,6.16675,7.64787
7.50000,6.24994,7.77821
7.60000,6.33337,7.50528
7.70000,6.41669,7.86901
7.80000,6.49994,7.71348
7.90000,6.58331,8.06192
8.00000,6.66675,8.16664
8.10000,6.74994,8.11396
8.20000,6.83331,8.06491
8.30000,6.91669,8.15855
8.40000,6.99987,8.26733
8.50000,7.08337,8.13748
8.60000,7.16675,8.28517
8.70000,7.24994,8.41467
8.80000,7.33337,8.39644
8.90000,7.41675,8.56035
9.00000,7.49994,8.60572
9.10000,7.58331,8.54736
9.20000,7.66669,8.63605
9.30000,7.74987,8.88135
9.40000,7.83325,8.82465
9.50000,7.91675,8.81079
9.60000,7.99987,8.83019
9.70000,8.08344,8.80496
9.80000,8.16681,9.09945
9.90000,8.25000,9.12703
10.00000,8.33337,8.96866
10.10000,8.41675,9.14306
10.20000,8.49981,9.04020
10.30000,8.58325,9.27193
10.40000,8.66669,9.14095
10.50000,8.74987,9.18559
10.60000,8.83331,9.21822
10.70000,8.91681,9.22567
10.80000,8.99987,9.43612
10.90000,9.08337,9.40873
11.00000,9.16675,9.41726
11.10000,9.24994,9.59694
11.20000,9.33337,9.52790
11.30000,9.41675,9.63786
11.40000,9.49994,9.62732
11.50000,9.58325,9.80328
11.60000,9.66669,9.60993
11.70000,9.74987,9.58023
11.80000,9.83337,9.99639
11.90000,9.91675,9.88232
12.00000,10.00000,9.51359
12.10000,10.08337,9.84120
12.20000,10.16675,9.80808
12.30000,10.24994,10.01315
12.40000,10.33337,10.21096
12.50000,10.41675,10.04544
12.60000,10.49994,10.01011
12.70000,10.58331,10.28264
12.80000,10.66662,10.10272
12.90000,10.74994,10.09429
13.00000,10.83337,10.11629
13.10000,10.91675,10.05886
13.20000,10.99994,10.42156
13.30000,11.08337,10.25692
13.40000,11.16669,10.52333
13.50000,11.24994,10.53735
13.60000,11.33331,10.49330
13.70000,11.41675,10.41715
13.80000,11.49987,10.45380
13.90000,11.58337,10.73526
14.00000,11.66675,10.58811
14.10000,11.74994,10.62266
14.20000,11.83337,10.68577
14.30000,11.91675,10.87525
14.40000,11.99987,10.82532
14.50000,12.08331,10.67910
14.60000,12.16669,10.81542
14.70000,12.24987,10.86197
14.80000,12.33337,10.86525
14.90000,12.41675,10.85888
15.00000,12.49994,11.04631
15.10000,12.58337,10.73457
15.20000,12.66675,10.83394
15.30000,12.74987,10.91048
15.40000,12.83331,11.05170
15.50000,12.91675,11.22050
15.60000,12.99994,10.95688
15.70000,13.08331,11.04449
15.80000,13.16675,11.32085
15.90000,13.24987,11.38509
16.00000,13.33331,10.98648
16.10000,13.41675,11.25113
16.20000,13.49994,11.31385
16.30000,13.58331,11.39773
16.40000,13.66675,11.29077
16.50000,13.74987,11.56188
16.60000,13.83331,11.54611
16.70000,13.91675,11.63705
16.80000,13.99987,11.62044
16.90000,14.08331,11.58364
17.00000,14.16675,11.67272
17.10000,14.24994,11.73529
17.20000,14.33331,11.64959
17.30000,14.41675,11.63930
17.40000,14.50000,11.64146
17.50000,14.58331,11.77111
17.60000,14.66675,11.76249
17.70000,14.74994,11.71119
17.80000,14.83331,11.74794
17.90000,14.91669,11.85030
18.00000,14.99994,11.95658
18.10000,15.08331,11.73407
18.20000,15.16675,11.79346
18.30000,15.24994,11.95320
18.40000,15.33331,12.25954
18.50000,15.41675,11.98015
18.60000,15.50000,12.14092
18.70000,15.58337,12.21201
18.80000,15.66675,12.11862
18.90000,15.74987,12.19658
19.00000,15.83337,12.04571
19.10000,15.91668,11.98608
19.20000,15.99994,12.13896
19.30000,16.08337,12.26719
19.40000,16.16675,12.29649
19.50000,16.25000,12.05100
19.60000,16.33337,12.19903
19.70000,16.41675,12.07305
19.80000,16.49987,12.34137
19.90000,16.58331,12.27914
20.00000,16.66681,12.17904
20.10000,16.74994,12.42761
20.20000,16.83337,12.34010
20.30000,16.91675,12.35328
20.40000,16.99987,12.56859
20.50000,17.08331,12.59705
20.60000,17.16669,12.50792
20.70000,17.24993,12.53482
20.80000,17.33337,12.57574
20.90000,17.41681,12.79835
21.00000,17.49994,12.50954
21.10000,17.58331,12.72053
21.20000,17.66669,12.57579
21.30000,17.74987,12.65840
21.40000,17.83337,12.68604
21.50000,17.91675,12.50572
21.60000,17.99993,12.79643
21.70000,18.08331,12.84514
21.80000,18.16675,12.89311
21.90000,18.24987,12.85220
22.00000,18.33331,12.83637
22.10000,18.41668,12.88875
22.20000,18.49987,12.66536
22.30000,18.58331,12.89345
22.40000,18.66681,13.00302
22.50000,18.74994,12.88145
22.60000,18.83337,13.04780
22.70000,18.91675,12.94270
22.80000,18.99993,13.00905
22.90000,19.08331,12.97313
23.00000,19.16662,13.04785
23.10000,19.24987,12.89880
23.20000,19.33331,12.97710
23.30000,19.41675,13.19951
23.40000,19.50000,13.01561
23.50000,19.58337,13.10102
23.60000,19.66669,13.11704
23.70000,19.74993,13.27310
23.80000,19.83331,13.13899
23.90000,19.91675,13.14032
24.00000,19.99993,13.16991
24.10000,20.08331,13.40683
24.20000,20.16675,13.07637
24.30000,20.24994,13.35400
24.40000,20.33331,13.22151
24.50000,20.41668,13.31544
24.60000,20.49993,13.31534
24.70000,20.58337,13.36170
24.80000,20.66675,13.33259
24.90000,20.74993,13.38566
25.00000,20.83337,13.26757
25.10000,20.91669,13.36542
25.20000,20.99993,13.47797
25.30000,21.08337,13.60224
25.40000,21.16675,13.27075
25.50000,21.24987,13.61556
25.60000,21.33331,13.57847
25.70000,21.41675,13.47846
25.80000,21.49994,13.66613
25.90000,21.58331,13.65432
26.00000,21.66675,13.54701
26.10000,21.74993,13.64751
26.20000,21.83337,13.66114
26.30000,21.91668,13.65388
26.40000,21.99987,13.71381
26.50000,22.08331,13.72944
26.60000,22.16668,13.49806
26.70000,22.24993,13.64487
26.80000,22.33331,13.73846
26.90000,22.41681,13.96273
27.00000,22.49993,13.74316
27.10000,22.58337,13.95984
27.20000,22.66675,13.91716
27.30000,22.74993,13.87551
27.40000,22.83325,13.72273
27.50000,22.91668,13.89942
27.60000,22.99994,13.85645
27.70000,23.08331,14.07847
27.80000,23.16675,14.03951
27.90000,23.24993,13.98130
28.00000,23.33337,13.79750
28.10000,23.41675,13.92882
28.20000,23.49993,13.97263
28.30000,23.58337,14.07709
28.40000,23.66675,14.05161
28.50000,23.74987,14.24188
28.60000,23.83331,13.99144
28.70000,23.91662,14.25849
28.80000,23.99987,14.02726
28.90000,24.08331,14.13016
29.00000,24.16675,14.13315
29.10000,24.25000,14.15682
29.20000,24.33337,14.01555
29.30000,24.41674,14.16539
29.40000,24.49993,14.25104
29.50000,24.58325,14.21238
