Time,Extension,Load,
(sec),(mm),(N),(kgf)
0,0,-0.978507537,-0.09978
0.02,0.01144,-0.950656651,-0.09694
0.04,0.06762,-0.587516402,-0.05991
0.06,0.16462,-0.197015599,-0.02009
0.08,0.27756,-0.072373077,-0.00738
0.1,0.38581,-0.188385747,-0.01921
0.12,0.48287,-0.173969971,-0.01774
0.14,0.57106,-0.02549729,-0.0026
0.16,0.65537,0.378144424,0.03856
0.18,0.73931,0.697645081,0.07114
0.2,0.82406,0.936927341,0.09554
0.22,0.90937,0.991844581,0.10114
0.24,0.99475,1.104719123,0.11265
0.26,1.07956,1.199843628,0.12235
0.28,1.16387,1.294673933,0.13202
0.3,1.24794,1.577693852,0.16088
0.32,1.33169,1.757842013,0.17925
0.34,1.41537,1.797558945,0.1833
0.36,1.499,1.971528916,0.20104
0.38,1.58256,2.121178395,0.2163
0.4,1.666,2.196395401,0.22397
0.42,1.7495,2.257000498,0.23015
0.44,1.83287,2.414887563,0.24625
0.46,1.91631,2.635046855,0.2687
0.48,1.99981,2.741252875,0.27953
0.5,2.08319,2.778812344,0.28336
0.52,2.16662,2.978083472,0.30368
0.54,2.25006,3.174902938,0.32375
0.56,2.33337,3.32082589,0.33863
0.58,2.41669,3.410360604,0.34776
0.6,2.5,3.561677214,0.36319
0.62,2.58325,3.703775572,0.37768
0.64,2.66656,3.596392755,0.36673
0.66,2.74994,3.613652459,0.36849
0.68,2.83331,3.745257702,0.38191
0.7,2.91662,3.9033409,0.39803
0.72,3.00006,4.147820684,0.42296
0.74,3.08337,4.344247884,0.44299
0.76,3.16669,4.457318558,0.45452
0.78,3.25006,4.442510517,0.45301
0.8,3.33331,4.630896263,0.47222
0.82,3.41662,4.589021868,0.46795
0.84,3.5,4.652765093,0.47445
0.86,3.58325,4.72317684,0.48163
0.88,3.66656,4.916073645,0.5013
0.9,3.75006,5.097006338,0.51975
0.92,3.83337,5.12132683,0.52223
0.94,3.91669,5.11152018,0.52123
0.96,4.00012,5.2370453,0.53403
0.98,4.08337,5.503295847,0.56118
1,4.16669,5.592340229,0.57026
1.02,4.25006,5.731104327,0.58441
1.04,4.33325,5.849176393,0.59645
1.06,4.41662,5.78033371,0.58943
1.08,4.5,5.766800533,0.58805
1.1,4.58331,6.104933825,0.62253
1.12,4.66662,6.316267132,0.64408
1.14,4.75012,6.337155297,0.64621
1.16,4.83344,6.360985456,0.64864
1.18,4.91669,6.254092971,0.63774
1.2,5.00012,6.296359633,0.64205
1.22,5.08337,6.576437557,0.67061
1.24,5.16662,6.816308216,0.69507
1.26,5.25,6.775022219,0.69086
1.28,5.33325,6.723831506,0.68564
1.3,5.41656,6.777473882,0.69111
1.32,5.5,6.829547193,0.69642
1.34,5.58331,7.00812629,0.71463
1.36,5.66669,7.04931422,0.71883
1.38,5.75006,7.217792467,0.73601
1.4,5.83337,7.290852009,0.74346
1.42,5.91669,7.270061911,0.74134
1.44,6.00006,7.347338313,0.74922
1.46,6.08337,7.400196157,0.75461
1.48,6.16662,7.449621673,0.75965
1.5,6.25,7.614765659,0.77649
1.52,6.33331,7.818253646,0.79724
1.54,6.41662,7.847673596,0.80024
1.56,6.5,7.848458128,0.80032
1.58,6.58331,7.834924951,0.79894
1.6,6.66662,7.970943187,0.81281
1.62,6.75006,8.15746567,0.83183
1.64,6.83337,8.077345339,0.82366
1.66,6.91669,8.190219881,0.83517
1.68,7.00012,8.164232258,0.83252
1.7,7.08337,8.281519792,0.84448
1.72,7.16662,8.365856982,0.85308
1.74,7.25,8.487655575,0.8655
1.76,7.33325,8.508053407,0.86758
1.78,7.41656,8.403024186,0.85687
1.8,7.5,8.433719,0.86
1.82,7.58337,8.555125327,0.87238
1.84,7.66675,8.818531946,0.89924
1.86,7.75012,8.864525135,0.90393
