Time,Extension,Load,
(sec),(mm),(N),(kgf)
0,0,-1.052351612,-0.10731
0.02,0.01144,-0.988902586,-0.10084
0.04,0.06762,-0.410408303,-0.04185
0.06,0.16462,-0.093457375,-0.00953
0.08,0.27756,-0.17485257,-0.01783
0.1,0.38587,-0.126799985,-0.01293
0.12,0.48294,-0.324305916,-0.03307
0.14,0.57106,-0.083748791,-0.00854
0.16,0.65537,0.288119377,0.02938
0.18,0.73931,0.375986961,0.03834
0.2,0.82406,0.623899073,0.06362
0.22,0.90937,0.715100918,0.07292
0.24,0.99475,0.891032219,0.09086
0.26,1.07956,1.032149913,0.10525
0.28,1.16387,1.103248125,0.1125
0.3,1.248,1.303794118,0.13295
0.32,1.33169,1.391465569,0.14189
0.34,1.41537,1.485609409,0.15149
0.36,1.49906,1.728029797,0.17621
0.38,1.58256,1.937597907,0.19758
0.4,1.666,2.24601705,0.22903
0.42,1.7495,2.303484019,0.23489
0.44,1.83287,2.406453844,0.24539
0.46,1.91631,2.390959337,0.24381
0.48,1.99981,2.530704099,0.25806
0.5,2.08319,2.569048101,0.26197
0.52,2.16662,2.84226137,0.28983
0.54,2.25006,2.910319521,0.29677
0.56,2.33337,3.135970537,0.31978
0.58,2.41669,3.311117306,0.33764
0.6,2.5,3.452529199,0.35206
0.62,2.58331,3.34043919,0.34063
0.64,2.66656,3.460276453,0.35285
0.66,2.74994,3.544319443,0.36142
0.68,2.83331,3.85793611,0.3934
0.7,2.91662,4.10310236,0.4184
0.72,3.00006,4.104965624,0.41859
0.74,3.08337,4.208327715,0.42913
0.76,3.16669,4.273443871,0.43577
0.78,3.25006,4.410442771,0.44974
0.8,3.33331,4.583039811,0.46734
0.82,3.41662,4.552443063,0.46422
0.84,3.5,4.648940499,0.47406
0.86,3.58325,4.875474114,0.49716
0.88,3.66656,4.873708917,0.49698
0.9,3.75006,4.900775271,0.49974
0.92,3.83337,5.128583751,0.52297
0.94,3.91669,5.340211258,0.54455
0.96,4.00012,5.363158819,0.54689
0.98,4.08337,5.483780614,0.55919
1,4.16669,5.427490443,0.55345
1.02,4.25006,5.511043101,0.56197
1.04,4.33331,5.663438442,0.57751
1.06,4.41662,5.760132011,0.58737
1.08,4.5,5.81534345,0.593
1.1,4.58331,5.938318841,0.60554
1.12,4.66669,6.039621536,0.61587
1.14,4.75012,6.133569243,0.62545
1.16,4.83344,6.112975278,0.62335
1.18,4.91669,6.211924376,0.63344
1.2,5.00012,6.412764568,0.65392
1.22,5.08337,6.579771818,0.67095
1.24,5.16662,6.587617138,0.67175
1.26,5.25,6.593599194,0.67236
1.28,5.33325,6.727459967,0.68601
1.3,5.41656,6.804442169,0.69386
1.32,5.5,6.901331871,0.70374
1.34,5.58331,7.006851425,0.7145
1.36,5.66669,6.920552905,0.7057
1.38,5.75006,7.034996511,0.71737
1.4,5.83337,7.232306309,0.73749
1.42,5.91669,7.257117133,0.74002
1.44,6.00006,7.237013501,0.73797
1.46,6.08337,7.377150529,0.75226
1.48,6.16662,7.377935061,0.75234
1.5,6.25,7.480414554,0.76279
1.52,6.33331,7.627122038,0.77775
1.54,6.41662,7.705673304,0.78576
1.56,6.5,7.867483029,0.80226
1.58,6.58331,7.97869044,0.8136
