Time,Extension,Load,
(sec),(mm),(N),(kgf)
0,0,-0.960463301,-0.09794
0.02,0.01137,-0.668028998,-0.06812
0.04,0.06756,-0.403935914,-0.04119
0.06,0.16456,-0.112874542,-0.01151
0.08,0.27756,-0.187895414,-0.01916
0.1,0.38587,-0.177696498,-0.01812
0.12,0.48294,-0.036676871,-0.00374
0.14,0.57112,0.030204482,0.00308
0.16,0.65537,0.258111028,0.02632
0.18,0.73937,0.362355718,0.03695
0.2,0.82406,0.609679431,0.06217
0.22,0.90937,0.932808548,0.09512
0.24,0.99475,1.036072573,0.10565
0.26,1.07956,1.0787315,0.11
0.28,1.16387,1.231322974,0.12556
0.3,1.24794,1.350473772,0.13771
0.32,1.33169,1.594267091,0.16257
0.34,1.41537,1.877875409,0.19149
0.36,1.499,2.065378557,0.21061
0.38,1.58256,2.101761228,0.21432
0.4,1.666,2.029093952,0.20691
0.42,1.74944,2.077833002,0.21188
0.44,1.83287,2.265826483,0.23105
0.46,1.91631,2.434206663,0.24822
0.48,1.99981,2.639067582,0.26911
0.5,2.08319,2.811076223,0.28665
0.52,2.16662,2.900512871,0.29577
0.54,2.25006,3.006032425,0.30653
0.56,2.33337,3.080955231,0.31417
0.58,2.41669,3.168332482,0.32308
0.6,2.5,3.309450176,0.33747
0.62,2.58325,3.42252085,0.349
0.64,2.66656,3.474299962,0.35428
0.66,2.74994,3.48950027,0.35583
0.68,2.83331,3.731430325,0.3805
0.7,2.91662,3.783895903,0.38585
0.72,3.00006,3.914912747,0.39921
0.74,3.08337,4.179201964,0.42616
0.76,3.16669,4.202541791,0.42854
0.78,3.25006,4.290017109,0.43746
0.8,3.33331,4.38582808,0.44723
0.82,3.41662,4.606869971,0.46977
0.84,3.5,4.562740046,0.46527
0.86,3.58325,4.59569039,0.46863
0.88,3.66656,4.673457124,0.47656
0.9,3.75006,4.796922848,0.48915
0.92,3.83337,4.928037758,0.50252
0.94,3.91675,5.021887399,0.51209
0.96,4.00012,5.161632161,0.52634
0.98,4.08337,5.188208183,0.52905
1,4.16669,5.231553576,0.53347
1.02,4.25,5.345506849,0.54509
1.04,4.33325,5.480152153,0.55882
1.06,4.41662,5.504374579,0.56129
1.08,4.5,5.677363885,0.57893
1.1,4.58331,5.832210888,0.59472
1.12,4.66662,5.938416908,0.60555
1.14,4.75012,6.030305218,0.61492
1.16,4.83344,6.189074882,0.63111
