Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,0.74295
0.10000,0.07594,1.27406
0.20000,0.16462,1.63675
0.30000,0.24925,1.85603
0.40000,0.33306,2.11097
0.50000,0.41669,2.32819
0.60000,0.49987,2.75170
0.70000,0.58337,3.01375
0.80000,0.66669,3.22053
0.90000,0.74994,3.29020
1.00000,0.83337,3.51761
1.10000,0.91675,3.53834
1.20000,0.99994,4.06097
1.30000,1.08337,3.88286
1.40000,1.16681,4.10723
1.50000,1.24987,4.24815
1.60000,1.33337,4.24648
1.70000,1.41669,4.47830
1.80000,1.49987,4.71149
1.90000,1.58331,4.82900
2.00000,1.66669,4.99109
2.10000,1.74994,4.95042
2.20000,1.83344,5.28102
2.30000,1.91675,5.37931
2.40000,1.99994,5.46639
2.50000,2.08337,5.60951
2.60000,2.16662,5.66145
2.70000,2.24987,5.96795
2.80000,2.33331,6.04507
2.90000,2.41675,5.95124
3.00000,2.49994,6.27327
3.10000,2.58337,6.27028
3.20000,2.66675,6.46319
3.30000,2.74994,6.54232
3.40000,2.83331,6.66110
3.50000,2.91681,6.57623
3.60000,2.99994,6.85083
3.70000,3.08331,6.81251
3.80000,3.16675,7.02169
3.90000,3.24987,7.15320
4.00000,3.33337,7.10489
4.10000,3.41669,7.32598
4.20000,3.49994,7.40678
4.30000,3.58337,7.37797
4.40000,3.66681,7.46916
4.50000,3.74994,7.63429
4.60000,3.83337,7.52095
4.70000,3.91675,7.80750
4.80000,3.99994,7.81279
4.90000,4.08331,7.87492
5.00000,4.16669,8.07136
5.10000,4.24994,7.80588
5.20000,4.33337,8.21351
5.30000,4.41675,8.24360
5.40000,4.49994,8.27702
5.50000,4.58337,8.26741
5.60000,4.66675,8.49379
5.70000,4.74994,8.60164
5.80000,4.83331,8.53823
5.90000,4.91675,8.68362
6.00000,4.99987,8.46081
6.10000,5.08331,8.92342
6.20000,5.16675,8.85252
6.30000,5.24994,8.88305
6.40000,5.33337,9.12119
6.50000,5.41675,9.15490
6.60000,5.50000,9.31709
6.70000,5.58337,9.28274
6.80000,5.66675,9.34502
6.90000,5.74994,9.26716
7.00000,5.83331,9.39411
7.10000,5.91669,9.48457
7.20000,5.99994,9.49853
7.30000,6.08331,9.60521
7.40000,6.16675,9.69164
