Time,Extension,Load,
(sec),(mm),(N),(kgf)
0,0,0.051190713,0.00522
0.02,0.0115,0.163574922,0.01668
0.04,0.068,0.605854837,0.06178
0.06,0.16519,1.074612707,0.10958
0.08,0.27781,1.456189459,0.14849
0.1,0.38581,1.690176128,0.17235
0.12,0.48269,2.127356585,0.21693
0.14,0.57081,2.454408362,0.25028
0.16,0.65531,2.686727901,0.27397
0.18,0.73931,2.997304506,0.30564
0.2,0.82412,3.321708488,0.33872
0.22,0.90956,3.544809776,0.36147
0.24,0.99494,3.78732823,0.3862
0.26,1.07969,4.023178163,0.41025
0.28,1.16406,4.382395752,0.44688
0.3,1.24794,4.771229425,0.48653
0.32,1.33162,4.792313722,0.48868
0.34,1.41531,4.817811012,0.49128
0.36,1.49887,5.190954045,0.52933
0.38,1.58244,5.308928044,0.54136
0.4,1.666,5.538305588,0.56475
0.42,1.7495,5.707176101,0.58197
0.44,1.83294,5.804261936,0.59187
0.46,1.9165,5.812009189,0.59266
0.48,1.99994,5.988921155,0.6107
0.5,2.08325,6.279296062,0.64031
0.52,2.16669,6.464935946,0.65924
0.54,2.24994,6.581929281,0.67117
0.56,2.33312,6.633119994,0.67639
0.58,2.41656,6.887994827,0.70238
0.6,2.49987,6.972626217,0.71101
0.62,2.58325,7.079224502,0.72188
0.64,2.66669,7.337727796,0.74824
0.66,2.75006,7.484533347,0.76321
0.68,2.83337,7.640949414,0.77916
0.7,2.91675,7.88258527,0.8038
0.72,3.00006,7.871307623,0.80265
0.74,3.08337,8.109609218,0.82695
0.76,3.16675,8.240233796,0.84027
0.78,3.25,8.385078016,0.85504
0.8,3.33325,8.50854374,0.86763
0.82,3.41662,8.779403413,0.89525
0.84,3.49994,8.862956071,0.90377
0.86,3.58325,8.792348191,0.89657
0.88,3.66662,8.87923511,0.90543
0.9,3.75006,8.992894183,0.91702
0.92,3.83337,9.178534068,0.93595
0.94,3.91675,9.235412638,0.94175
0.96,4.00006,9.42644618,0.96123
0.98,4.08337,9.580116385,0.9769
1,4.16675,9.585608109,0.97746
1.02,4.25,9.693481259,0.98846
1.04,4.33325,9.767227267,0.99598
1.06,4.41669,9.782819841,0.99757
1.08,4.5,9.838717746,1.00327
1.1,4.58331,9.902068705,1.00973
1.12,4.66669,9.960320206,1.01567
1.14,4.75006,10.05181625,1.025
1.16,4.83331,10.22509976,1.04267
1.18,4.91669,10.46448008,1.06708
1.2,5,10.60981464,1.0819
1.22,5.08325,10.54361975,1.07515
1.24,5.16662,10.58353281,1.07922
1.26,5.24994,10.71837425,1.09297
1.28,5.33331,10.78172521,1.09943
1.3,5.41669,10.8833221,1.10979
1.32,5.5,11.09622448,1.1315
1.34,5.58331,11.10603113,1.1325
1.36,5.66675,11.18271913,1.14032
1.38,5.75006,11.21007968,1.14311
1.4,5.83331,11.36188662,1.15859
1.42,5.91669,11.46181639,1.16878
1.44,6.00006,11.56615914,1.17942
1.46,6.08331,11.57439673,1.18026
1.48,6.16669,11.68021048,1.19105
1.5,6.25,11.87242082,1.21065
1.52,6.33331,11.79171209,1.20242
1.54,6.41669,11.8836004,1.21179
1.56,6.5,11.91645268,1.21514
1.58,6.58331,11.92047341,1.21555
1.6,6.66669,11.95842514,1.21942
1.62,6.75006,12.05629551,1.2294
1.64,6.83331,12.10670169,1.23454
1.66,6.91669,12.16985652,1.24098
1.68,7,12.38491635,1.26291
1.7,7.08325,12.39266361,1.2637
1.72,7.16662,12.44777698,1.26932
1.74,7.25,12.59419026,1.28425
1.76,7.33337,12.69451229,1.29448
1.78,7.41675,12.62841547,1.28774
1.8,7.50006,12.63410333,1.28832
1.82,7.58337,12.76610084,1.30178
1.84,7.66675,12.80052218,1.30529
1.86,7.75006,12.80905396,1.30616
1.88,7.83325,12.78708707,1.30392
1.9,7.91662,12.81091723,1.30635
1.92,7.99994,13.14679499,1.3406
1.94,8.08325,13.31154671,1.3574
1.96,8.16669,13.25103968,1.35123
1.98,8.25012,13.38372365,1.36476
2,8.3335,13.31076218,1.35732
2.02,8.41687,13.2960522,1.35582
2.04,8.50019,13.26702452,1.35286
2.06,8.58331,13.46913958,1.37347
2.08,8.66656,13.59858736,1.38667
2.1,8.74981,13.63604876,1.39049
2.12,8.83306,13.3742112,1.36379
2.14,8.91656,13.3786242,1.36424
2.16,9,13.38352752,1.36474
2.18,9.08331,13.66801844,1.39375
2.2,9.16681,13.75137496,1.40225
2.22,9.25012,13.82335577,1.40959
2.24,9.33337,13.93750518,1.42123
2.26,9.41675,13.9034761,1.41776
2.28,9.50006,13.84267487,1.41156
2.3,9.58331,13.83149529,1.41042
2.32,9.66662,13.72411248,1.39947
2.34,9.74994,13.83335856,1.41061
2.36,9.83319,13.9845771,1.42603
2.38,9.91662,14.16884405,1.44482
2.4,10,14.27397134,1.45554
2.42,10.08331,14.36262346,1.46458
2.44,10.16675,14.41283351,1.4697
2.46,10.25006,14.28730839,1.4569
2.48,10.33331,14.27171581,1.45531
2.5,10.41675,14.29427111,1.45761
2.52,10.50006,14.36056406,1.46437
2.54,10.58331,14.320651,1.4603
2.56,10.66669,14.35340521,1.46364
2.58,10.75,14.58307695,1.48706
2.6,10.83325,14.51658786,1.48028
2.62,10.91668,14.47422313,1.47596
2.64,11.00006,14.50756574,1.47936
2.66,11.08337,14.58464601,1.48722
2.68,11.16681,14.63103147,1.49195
2.7,11.25006,14.68545838,1.4975
2.72,11.33331,14.61867509,1.49069
2.74,11.41662,14.55179374,1.48387
2.76,11.49994,14.56728824,1.48545
2.78,11.58325,14.68192798,1.49714
2.8,11.66669,14.89443809,1.51881
2.82,11.75006,14.97024349,1.52654
2.84,11.83331,14.94033321,1.52349
2.86,11.91675,14.92160251,1.52158
2.88,12.00006,14.904637,1.51985
2.9,12.08337,14.96171171,1.52567
2.92,12.16669,14.96112331,1.52561
2.94,12.25,14.89679168,1.51905
2.96,12.33325,14.9283691,1.52227
2.98,12.41669,15.0814509,1.53788
3,12.5,15.12901315,1.54273
3.02,12.58331,15.12842476,1.54267
3.04,12.66675,15.17530054,1.54745
3.06,12.75006,15.21246775,1.55124
3.08,12.83337,15.44086462,1.57453
3.1,12.91675,15.50941311,1.58152
3.12,13.00006,15.3595675,1.56624
3.14,13.08331,15.34917245,1.56518
3.16,13.16669,15.36456889,1.56675
3.18,13.25,15.46243925,1.57673
3.2,13.33325,15.41213114,1.5716
3.22,13.41662,15.25571507,1.55565
3.24,13.49994,15.2778781,1.55791
3.26,13.58325,15.41468087,1.57186
3.28,13.66675,15.49352634,1.5799
3.3,13.75006,15.55609276,1.58628
3.32,13.83331,15.52186755,1.58279
3.34,13.91669,15.42497785,1.57291
3.36,14,15.44027623,1.57447
3.38,14.08325,15.50656918,1.58123
3.4,14.16662,15.56423228,1.58711
3.42,14.25,15.57874612,1.58859
3.44,14.33325,15.73388733,1.60441
3.46,14.41669,15.73476993,1.6045
3.48,14.5,15.74477271,1.60552
3.5,14.58331,15.75359869,1.60642
3.52,14.66675,15.62473931,1.59328
3.54,14.75,15.58374752,1.5891
3.56,14.83331,15.69760272,1.60071
3.58,14.91669,15.74634177,1.60568
3.6,14.99994,15.76389568,1.60747
3.62,15.08325,15.84568314,1.61581
3.64,15.16662,15.78233218,1.60935
3.66,15.25,15.81881292,1.61307
3.68,15.33337,15.82391237,1.61359
3.7,15.41675,15.92580347,1.62398
3.72,15.50012,16.05554545,1.63721
3.74,15.58337,16.07241288,1.63893
3.76,15.66675,16.08329827,1.64004
3.78,15.75006,15.93423719,1.62484
3.8,15.83331,15.888244,1.62015
3.82,15.91668,15.86206024,1.61748
3.84,16,15.85303812,1.61656
3.86,16.08325,15.96051901,1.62752
3.88,16.16669,16.01416138,1.63299
3.9,16.25,15.94875103,1.62632
3.92,16.33331,15.83254223,1.61447
3.94,16.41675,15.90364044,1.62172
3.96,16.50006,15.97483672,1.62898
3.98,16.58331,15.99758815,1.6313
4,16.66668,16.03495148,1.63511
4.02,16.75006,16.06339077,1.63801
4.04,16.83337,16.24196986,1.65622
4.06,16.91681,16.21696291,1.65367
4.08,17.00006,16.28737465,1.66085
4.1,17.08331,16.3179714,1.66397
4.12,17.16662,16.34709715,1.66694
4.14,17.24993,16.23334001,1.65534
4.16,17.33325,16.20754852,1.65271
4.18,17.41668,16.279039,1.66
4.2,17.50006,16.34611649,1.66684
4.22,17.58331,16.43398407,1.6758
4.24,17.66669,16.3756345,1.66985
4.26,17.75,16.31198934,1.66336
4.28,17.83331,16.45075344,1.67751
4.3,17.91675,16.40211246,1.67255
4.32,18.00006,16.4142727,1.67379
4.34,18.08337,16.37269251,1.66955
4.36,18.16675,16.30581115,1.66273
4.38,18.25006,16.42231416,1.67461
4.4,18.33325,16.54891801,1.68752
4.42,18.41662,16.4567355,1.67812
4.44,18.49993,16.40122986,1.67246
4.46,18.58325,16.50959334,1.68351
4.48,18.66662,16.49203944,1.68172
4.5,18.75,16.57255203,1.68993
4.52,18.83331,16.55176194,1.68781
4.54,18.91681,16.57627856,1.69031
4.56,19.00012,16.48360572,1.68086
4.58,19.08337,16.46703248,1.67917
4.6,19.16668,16.51822319,1.68439
4.62,19.24993,16.68591691,1.70149
4.64,19.33318,16.75171953,1.7082
4.66,19.41662,16.76074165,1.70912
4.68,19.49994,16.77858975,1.71094
4.7,19.58331,16.69523323,1.70244
4.72,19.66675,16.58814461,1.69152
4.74,19.75006,16.60363912,1.6931
4.76,19.83331,16.56794291,1.68946
4.78,19.91675,16.75564219,1.7086
4.8,20.00006,16.88548224,1.72184
4.82,20.08337,16.94491054,1.7279
