Time,Extension,Load,
(sec),(mm),(N),(kgf)
0,0,0.059036033,0.00602
0.02,0.01156,0.182109491,0.01857
0.04,0.06806,0.659987545,0.0673
0.06,0.16531,1.177386399,0.12006
0.08,0.27781,1.511793164,0.15416
0.1,0.38569,1.669876362,0.17028
0.12,0.4825,2.104016758,0.21455
0.14,0.57069,2.502362881,0.25517
0.16,0.65512,2.71477492,0.27683
0.18,0.73925,2.953272648,0.30115
0.2,0.82412,3.181375327,0.32441
0.22,0.90956,3.57158193,0.3642
0.24,0.99487,3.829300692,0.39048
0.26,1.07969,3.85430765,0.39303
0.28,1.164,4.090549848,0.41712
0.3,1.24794,4.391908203,0.44785
0.32,1.33162,4.514099062,0.46031
0.34,1.41531,4.661885277,0.47538
0.36,1.49894,5.018357005,0.51173
0.38,1.58244,5.1978187,0.53003
0.4,1.666,5.321676689,0.54266
0.42,1.74944,5.553996228,0.56635
0.44,1.83294,5.736203785,0.58493
0.46,1.9165,5.906054963,0.60225
0.48,1.99987,6.052174048,0.61715
0.5,2.08325,6.180248897,0.63021
0.52,2.16669,6.348334878,0.64735
0.54,2.24994,6.681074512,0.68128
0.56,2.33312,7.011362484,0.71496
0.58,2.41656,7.05686534,0.7196
0.6,2.49987,7.172289611,0.73137
0.62,2.58325,7.118941435,0.72593
0.64,2.66669,7.07285018,0.72123
0.66,2.75006,7.349299643,0.74942
0.68,2.83337,7.542196449,0.76909
0.7,2.91675,7.651246397,0.78021
0.72,3.00006,7.902688903,0.80585
0.74,3.08337,7.938483175,0.8095
0.76,3.16675,7.977121376,0.81344
0.78,3.25,8.210225447,0.83721
0.8,3.33325,8.431071205,0.85973
0.82,3.41662,8.534335229,0.87026
0.84,3.49994,8.691045496,0.88624
0.86,3.58325,8.860994741,0.90357
0.88,3.66669,8.904242067,0.90798
0.9,3.75006,8.907478262,0.90831
0.92,3.83337,9.025158062,0.92031
0.94,3.91675,9.114692776,0.92944
0.96,4.00006,9.213543808,0.93952
0.98,4.08331,9.298273264,0.94816
1,4.16669,9.332204273,0.95162
1.02,4.25,9.551873233,0.97402
1.04,4.33325,9.65984445,0.98503
1.06,4.41669,9.799491146,0.99927
1.08,4.5,9.990230488,1.01872
1.1,4.58331,10.15458994,1.03548
1.12,4.66675,10.07721547,1.02759
1.14,4.75006,10.2363774,1.04382
1.16,4.83337,10.43731566,1.06431
1.18,4.91669,10.49998016,1.0707
1.2,5,10.40524792,1.06104
1.22,5.08325,10.38916501,1.0594
1.24,5.16662,10.59863505,1.08076
1.26,5.25,10.71464772,1.09259
1.28,5.33325,10.81751948,1.10308
1.3,5.41669,10.96756123,1.11838
1.32,5.5,11.20674542,1.14277
1.34,5.58331,11.24322616,1.14649
1.36,5.66675,11.24146096,1.14631
1.38,5.75006,11.31265724,1.15357
1.4,5.83337,11.46770038,1.16938
1.42,5.91675,11.73473546,1.19661
1.44,6,11.98235337,1.22186
1.46,6.08331,11.82525084,1.20584
1.48,6.16669,11.76474381,1.19967
1.5,6.25,11.76248828,1.19944
1.52,6.33331,11.91851208,1.21535
1.54,6.41669,12.12817825,1.23673
1.56,6.5,12.22222403,1.24632
1.58,6.58331,12.23546301,1.24767
1.6,6.66675,12.37226577,1.26162
1.62,6.75006,12.46415408,1.27099
1.64,6.83331,12.54309762,1.27904
1.66,6.91675,12.48670938,1.27329
1.68,7,12.56839877,1.28162
1.7,7.08325,12.54702028,1.27944
1.72,7.16662,12.62194308,1.28708
1.74,7.25,12.80473904,1.30572
1.76,7.33337,12.86652093,1.31202
1.78,7.41675,12.89888288,1.31532
1.8,7.50006,13.02254473,1.32793
1.82,7.58337,13.05176855,1.33091
1.84,7.66675,13.21642221,1.3477
1.86,7.75,13.45482187,1.37201
1.88,7.83331,13.49287167,1.37589
1.9,7.91662,13.54465078,1.38117
1.92,7.99994,13.6725295,1.39421
1.94,8.08325,13.29565994,1.35578
1.96,8.16669,13.257414,1.35188
1.98,8.25012,13.41069194,1.36751
2,8.33344,13.64134435,1.39103
2.02,8.41687,13.69488866,1.39649
2.04,8.50019,13.83316242,1.41059
2.06,8.58331,13.79452422,1.40665
2.08,8.66656,13.82139444,1.40939
2.1,8.74981,13.76088741,1.40322
2.12,8.83306,13.84630333,1.41193
2.14,8.91656,13.88807966,1.41619
2.16,9,14.06587423,1.43432
2.18,9.08331,14.1224586,1.44009
2.2,9.16675,14.19355681,1.44734
2.22,9.25012,14.26759702,1.45489
2.24,9.33337,14.2618111,1.4543
2.26,9.41675,14.2371964,1.45179
2.28,9.50006,14.23592154,1.45166
2.3,9.58331,14.29230978,1.45741
2.32,9.66662,14.3554646,1.46385
2.34,9.74994,14.38145223,1.4665
2.36,9.83319,14.39694673,1.46808
2.38,9.91662,14.39322021,1.4677
2.4,10,14.52139312,1.48077
2.42,10.08331,14.65152737,1.49404
2.44,10.16675,14.69673602,1.49865
2.46,10.25,14.6526061,1.49415
2.48,10.33331,14.74086595,1.50315
2.5,10.41675,14.78136741,1.50728
2.52,10.50006,14.73331483,1.50238
2.54,10.58331,14.97485262,1.52701
2.56,10.66669,15.11420511,1.54122
2.58,10.74994,15.01015656,1.53061
2.6,10.83325,14.99623111,1.52919
2.62,10.91668,15.06978099,1.53669
2.64,11.00006,15.18942212,1.54889
2.66,11.08337,15.03496738,1.53314
2.68,11.16681,15.0044687,1.53003
2.7,11.25006,15.16470936,1.54637
2.72,11.33331,15.19609064,1.54957
2.74,11.41662,15.19540418,1.5495
2.76,11.49994,15.23600371,1.55364
2.78,11.58325,15.31720277,1.56192
2.8,11.66669,15.26375653,1.55647
2.82,11.75006,15.36662828,1.56696
2.84,11.83331,15.52667281,1.58328
2.86,11.91675,15.39241977,1.56959
2.88,12.00006,15.39045844,1.56939
2.9,12.08331,15.58825857,1.58956
2.92,12.16669,15.61777659,1.59257
2.94,12.25,15.60443955,1.59121
2.96,12.33325,15.6710267,1.598
2.98,12.41669,15.50705951,1.58128
3,12.5,15.43115604,1.57354
3.02,12.58331,15.51372803,1.58196
3.04,12.66675,15.62905424,1.59372
3.06,12.75006,15.57845192,1.58856
3.08,12.83337,15.75869815,1.60694
3.1,12.91675,15.89903131,1.62125
3.12,13.00006,15.84744833,1.61599
3.14,13.08331,15.79606149,1.61075
3.16,13.16669,15.88745947,1.62007
3.18,13.25,15.87137656,1.61843
3.2,13.33325,15.92443054,1.62384
3.22,13.41662,15.83813202,1.61504
3.24,13.49994,15.97640578,1.62914
3.26,13.58331,15.9868989,1.63021
3.28,13.66668,15.97846518,1.62935
3.3,13.75006,16.10958009,1.64272
3.32,13.83331,16.18587583,1.6505
3.34,13.91669,16.08270987,1.63998
3.36,14,16.02681196,1.63428
3.38,14.08325,16.16998905,1.64888
3.4,14.16662,16.23883174,1.6559
3.42,14.24994,16.32071726,1.66425
3.44,14.33325,16.30561502,1.66271
3.46,14.41669,16.25520884,1.65757
3.48,14.5,16.24373506,1.6564
3.5,14.58331,16.26727102,1.6588
3.52,14.66675,16.42868848,1.67526
3.54,14.75006,16.38524502,1.67083
3.56,14.83331,16.36386652,1.66865
3.58,14.91669,16.42368709,1.67475
3.6,14.99994,16.23569361,1.65558
3.62,15.08325,16.28717852,1.66083
3.64,15.16662,16.36661238,1.66893
3.66,15.25,16.43486667,1.67589
3.68,15.33337,16.51812513,1.68438
3.7,15.41675,16.58235868,1.69093
3.72,15.50006,16.54460308,1.68708
3.74,15.58337,16.60638498,1.69338
3.76,15.66675,16.50812234,1.68336
3.78,15.75006,16.51224114,1.68378
3.8,15.83331,16.68670144,1.70157
3.82,15.91668,16.76829277,1.70989
3.84,16,16.98756946,1.73225
3.86,16.08331,16.97295755,1.73076
3.88,16.16669,16.87695045,1.72097
3.9,16.25,16.79153453,1.71226
3.92,16.33331,16.80261604,1.71339
3.94,16.41675,16.85125703,1.71835
3.96,16.50006,16.9865888,1.73215
3.98,16.58331,17.10681833,1.74441
4,16.66668,17.0436635,1.73797
4.02,16.75006,17.0246386,1.73603
4.04,16.83337,16.94804866,1.72822
4.06,16.91675,16.95059839,1.72848
4.08,17.00006,17.05023396,1.73864
4.1,17.08331,17.01718555,1.73527
4.12,17.16669,16.87263552,1.72053
4.14,17.24993,16.74269741,1.70728
