Time,Extension,Load,Tensile strain,Tensile stress,Corrected Position
(sec),(mm),(N),(mm/mm),(MPa),(mm)
0.00000,0.00000,-0.18335,0.00000,-0.02037,0.00000
0.01000,0.00319,-0.15357,0.00003,-0.01706,0.00319
0.02000,0.02000,0.13873,0.00017,0.01541,0.02000
0.03000,0.05156,0.47610,0.00045,0.05290,0.05156
0.04000,0.09794,0.75138,0.00085,0.08349,0.09794
0.05000,0.15900,0.97246,0.00138,0.10805,0.15900
0.06000,0.23450,1.19731,0.00204,0.13303,0.23450
0.07000,0.32250,1.38430,0.00280,0.15381,0.32250
0.08000,0.41825,1.51729,0.00364,0.16859,0.41825
0.09000,0.51844,1.60144,0.00451,0.17794,0.51844
0.10000,0.62169,1.72578,0.00541,0.19175,0.62169
0.11000,0.72737,1.83033,0.00632,0.20337,0.72737
0.12000,0.83494,1.94503,0.00726,0.21611,0.83494
0.13000,0.94412,2.21044,0.00821,0.24560,0.94412
0.14000,1.05469,2.36326,0.00917,0.26258,1.05469
0.15000,1.16575,2.54094,0.01014,0.28233,1.16575
0.16000,1.27375,2.58405,0.01108,0.28712,1.27375
0.17000,1.37637,2.68525,0.01197,0.29836,1.37637
0.18000,1.47300,2.73011,0.01281,0.30335,1.47300
0.19000,1.56431,2.75965,0.01360,0.30663,1.56431
0.20000,1.65156,2.91847,0.01436,0.32427,1.65156
0.21000,1.73606,3.00490,0.01510,0.33388,1.73606
0.22000,1.81912,3.14112,0.01582,0.34901,1.81912
0.23000,1.90181,3.37915,0.01654,0.37546,1.90181
0.24000,1.98475,3.52833,0.01726,0.39204,1.98475
0.25000,2.06812,3.83716,0.01798,0.42635,2.06812
0.26000,2.15219,4.01646,0.01871,0.44627,2.15219
0.27000,2.23675,4.04411,0.01945,0.44935,2.23675
0.28000,2.32162,4.23076,0.02019,0.47008,2.32162
0.29000,2.40662,4.34883,0.02093,0.48320,2.40662
0.30000,2.49156,4.39088,0.02167,0.48788,2.49156
0.31000,2.57631,4.54518,0.02240,0.50502,2.57631
0.32000,2.66081,4.57435,0.02314,0.50826,2.66081
0.33000,2.74512,4.59308,0.02387,0.51034,2.74512
0.34000,2.82912,4.72962,0.02460,0.52551,2.82912
0.35000,2.91300,4.84583,0.02533,0.53843,2.91300
0.36000,2.99681,5.00003,0.02606,0.55556,2.99681
0.37000,3.08050,5.15858,0.02679,0.57318,3.08050
0.38000,3.16412,5.19527,0.02751,0.57725,3.16412
0.39000,3.24775,5.13056,0.02824,0.57006,3.24775
0.40000,3.33131,5.21359,0.02897,0.57929,3.33131
0.41000,3.41487,5.33528,0.02969,0.59281,3.41487
0.42000,3.49844,5.52120,0.03042,0.61347,3.49844
0.43000,3.58187,5.70706,0.03115,0.63412,3.58187
0.44000,3.66537,5.74517,0.03187,0.63835,3.66537
0.45000,3.74887,5.82244,0.03260,0.64694,3.74887
0.46000,3.83231,6.01271,0.03332,0.66808,3.83231
0.47000,3.91581,6.05794,0.03405,0.67311,3.91581
0.48000,3.99925,6.07707,0.03478,0.67523,3.99925
0.49000,4.08275,6.20497,0.03550,0.68944,4.08275
0.50000,4.16619,6.18569,0.03623,0.68730,4.16619
0.51000,4.24956,6.14761,0.03695,0.68307,4.24956
0.52000,4.33300,6.26683,0.03768,0.69631,4.33300
0.53000,4.41637,6.39827,0.03840,0.71092,4.41637
0.54000,4.49975,6.48140,0.03913,0.72016,4.49975
0.55000,4.58306,6.69805,0.03985,0.74423,4.58306
0.56000,4.66644,6.81433,0.04058,0.75715,4.66644
0.57000,4.74981,6.92035,0.04130,0.76893,4.74981
0.58000,4.83312,7.08638,0.04203,0.78738,4.83312
0.59000,4.91650,6.97852,0.04275,0.77539,4.91650
0.60000,4.99987,6.84404,0.04348,0.76045,4.99987
0.61000,5.08319,6.95057,0.04420,0.77229,5.08319
0.62000,5.16656,7.01055,0.04493,0.77895,5.16656
0.63000,5.24994,7.00845,0.04565,0.77872,5.24994
0.64000,5.33325,7.23340,0.04638,0.80371,5.33325
0.65000,5.41662,7.26925,0.04710,0.80769,5.41662
0.66000,5.49994,7.36719,0.04783,0.81858,5.49994
0.67000,5.58325,7.68249,0.04855,0.85361,5.58325
0.68000,5.66656,7.79562,0.04927,0.86618,5.66656
0.69000,5.74994,7.79821,0.05000,0.86647,5.74994
0.70000,5.83325,7.97758,0.05072,0.88640,5.83325
0.71000,5.91656,7.94621,0.05145,0.88291,5.91656
0.72000,5.99994,7.75694,0.05217,0.86188,5.99994
0.73000,6.08331,7.80115,0.05290,0.86679,6.08331
0.74000,6.16662,7.78957,0.05362,0.86551,6.16662
0.75000,6.25000,7.86519,0.05435,0.87391,6.25000
0.76000,6.33331,8.15830,0.05507,0.90648,6.33331
0.77000,6.41669,8.22095,0.05580,0.91344,6.41669
0.78000,6.50000,8.25154,0.05652,0.91684,6.50000
0.79000,6.58331,8.42783,0.05725,0.93643,6.58331
0.80000,6.66662,8.40400,0.05797,0.93378,6.66662
0.81000,6.75000,8.30381,0.05870,0.92265,6.75000
0.82000,6.83331,8.38316,0.05942,0.93146,6.83331
0.83000,6.91662,8.48499,0.06014,0.94278,6.91662
0.84000,7.00000,8.49976,0.06087,0.94442,7.00000
0.85000,7.08337,8.63537,0.06159,0.95949,7.08337
0.86000,7.16669,8.64027,0.06232,0.96003,7.16669
0.87000,7.25000,8.61502,0.06304,0.95722,7.25000
0.88000,7.33325,8.85762,0.06377,0.98418,7.33325
0.89000,7.41662,8.96063,0.06449,0.99563,7.41662
0.90000,7.49994,8.84185,0.06522,0.98243,7.49994
0.91000,7.58325,8.88821,0.06594,0.98758,7.58325
0.92000,7.66662,8.92500,0.06667,0.99167,7.66662
0.93000,7.75000,8.85603,0.06739,0.98400,7.75000
0.94000,7.83331,9.15282,0.06812,1.01698,7.83331
0.95000,7.91669,9.27713,0.06884,1.03079,7.91669
0.96000,8.00006,9.25034,0.06957,1.02782,8.00006
0.97000,8.08331,9.40958,0.07029,1.04551,8.08331
0.98000,8.16662,9.49878,0.07101,1.05542,8.16662
0.99000,8.25000,9.44115,0.07174,1.04902,8.25000
1.00000,8.33331,9.57323,0.07246,1.06369,8.33331
1.01000,8.41662,9.63275,0.07319,1.07030,8.41662
1.02000,8.50000,9.55391,0.07391,1.06155,8.50000
1.03000,8.58331,9.57850,0.07464,1.06428,8.58331
1.04000,8.66669,9.55694,0.07536,1.06188,8.66669
1.05000,8.75000,9.52405,0.07609,1.05823,8.75000
1.06000,8.83331,9.64849,0.07681,1.07205,8.83331
1.07000,8.91669,9.64411,0.07754,1.07157,8.91669
1.08000,8.99994,9.63894,0.07826,1.07099,8.99994
1.09000,9.08325,9.91758,0.07898,1.10195,9.08325
1.10000,9.16662,10.02460,0.07971,1.11384,9.16662
1.11000,9.24994,9.94457,0.08043,1.10495,9.24994
1.12000,9.33331,10.04111,0.08116,1.11568,9.33331
1.13000,9.41669,10.03881,0.08188,1.11542,9.41669
1.14000,9.50006,10.02524,0.08261,1.11392,9.50006
1.15000,9.58337,10.12827,0.08333,1.12536,9.58337
1.16000,9.66675,10.09955,0.08406,1.12217,9.66675
1.17000,9.75012,9.97895,0.08478,1.10877,9.75012
1.18000,9.83337,10.11419,0.08551,1.12380,9.83337
1.19000,9.91669,10.25208,0.08623,1.13912,9.91669
1.20000,10.00006,10.34145,0.08696,1.14905,10.00006
1.21000,10.08331,10.55591,0.08768,1.17288,10.08331
1.22000,10.16669,10.53365,0.08841,1.17041,10.16669
1.23000,10.25000,10.45516,0.08913,1.16168,10.25000
1.24000,10.33331,10.46586,0.08985,1.16287,10.33331
1.25000,10.41662,10.35923,0.09058,1.15103,10.41662
1.26000,10.50006,10.24715,0.09130,1.13857,10.50006
1.27000,10.58331,10.43850,0.09203,1.15983,10.58331
1.28000,10.66669,10.51805,0.09275,1.16867,10.66669
1.29000,10.75000,10.47529,0.09348,1.16392,10.75000
1.30000,10.83331,10.68601,0.09420,1.18733,10.83331
1.31000,10.91662,10.80352,0.09493,1.20039,10.91662
1.32000,10.99994,10.74366,0.09565,1.19374,10.99994
1.33000,11.08325,10.86342,0.09638,1.20705,11.08325
1.34000,11.16669,10.85742,0.09710,1.20638,11.16669
1.35000,11.25006,10.83026,0.09783,1.20336,11.25006
1.36000,11.33337,10.95598,0.09855,1.21733,11.33337
1.37000,11.41675,11.02982,0.09928,1.22554,11.41675
1.38000,11.50006,11.06849,0.10000,1.22983,11.50006
1.39000,11.58337,11.21049,0.10072,1.24561,11.58337
1.40000,11.66669,11.22364,0.10145,1.24707,11.66669
1.41000,11.75000,11.29008,0.10217,1.25445,11.75000
1.42000,11.83331,11.37338,0.10290,1.26371,11.83331
1.43000,11.91662,11.36170,0.10362,1.26241,11.91662
1.44000,12.00000,11.28183,0.10435,1.25354,12.00000
1.45000,12.08331,11.28232,0.10507,1.25359,12.08331
1.46000,12.16669,11.21945,0.10580,1.24661,12.16669
1.47000,12.25006,11.24715,0.10652,1.24968,12.25006
1.48000,12.33337,11.42888,0.10725,1.26988,12.33337
1.49000,12.41669,11.44391,0.10797,1.27155,12.41669
1.50000,12.50006,11.35864,0.10870,1.26207,12.50006
1.51000,12.58331,11.42552,0.10942,1.26950,12.58331
1.52000,12.66662,11.47284,0.11014,1.27476,12.66662
1.53000,12.75000,11.57183,0.11087,1.28576,12.75000
1.54000,12.83325,11.69625,0.11159,1.29958,12.83325
1.55000,12.91662,11.73575,0.11232,1.30397,12.91662
1.56000,13.00000,11.74782,0.11304,1.30531,13.00000
1.57000,13.08331,11.84883,0.11377,1.31654,13.08331
1.58000,13.16669,11.88679,0.11449,1.32075,13.16669
1.59000,13.25000,11.90662,0.11522,1.32296,13.25000
1.60000,13.33331,11.89188,0.11594,1.32132,13.33331
1.61000,13.41669,11.79948,0.11667,1.31105,13.41669
1.62000,13.50000,11.75174,0.11739,1.30575,13.50000
1.63000,13.58325,11.84985,0.11812,1.31665,13.58325
1.64000,13.66656,11.92144,0.11884,1.32460,13.66656
1.65000,13.74993,11.92605,0.11956,1.32512,13.74993
1.66000,13.83325,12.05592,0.12029,1.33955,13.83325
1.67000,13.91662,12.04101,0.12101,1.33789,13.91662
1.68000,14.00000,12.01796,0.12174,1.33533,14.00000
1.69000,14.08331,12.03628,0.12246,1.33736,14.08331
1.70000,14.16669,11.96080,0.12319,1.32898,14.16669
1.71000,14.25006,11.92583,0.12391,1.32509,14.25006
1.72000,14.33337,12.11257,0.12464,1.34584,14.33337
1.73000,14.41669,12.25043,0.12536,1.36116,14.41669
1.74000,14.50000,12.24769,0.12609,1.36085,14.50000
1.75000,14.58331,12.30495,0.12681,1.36722,14.58331
1.76000,14.66669,12.32415,0.12754,1.36935,14.66669
1.77000,14.75006,12.31541,0.12826,1.36838,14.75006
1.78000,14.83337,12.35893,0.12899,1.37321,14.83337
1.79000,14.91675,12.36924,0.12971,1.37436,14.91675
1.80000,15.00012,12.43798,0.13044,1.38200,15.00012
1.81000,15.08343,12.52801,0.13116,1.39200,15.08343
1.82000,15.16675,12.46123,0.13188,1.38458,15.16675
1.83000,15.25006,12.38543,0.13261,1.37616,15.25006
1.84000,15.33337,12.56010,0.13333,1.39557,15.33337
1.85000,15.41669,12.57949,0.13406,1.39772,15.41669
1.86000,15.50000,12.48947,0.13478,1.38772,15.50000
1.87000,15.58331,12.54832,0.13551,1.39426,15.58331
1.88000,15.66662,12.58358,0.13623,1.39818,15.66662
1.89000,15.75000,12.64023,0.13696,1.40447,15.75000
1.90000,15.83337,12.81368,0.13768,1.42374,15.83337
1.91000,15.91675,12.80516,0.13841,1.42280,15.91675
1.92000,16.00006,12.75544,0.13913,1.41727,16.00006
1.93000,16.08337,12.82994,0.13986,1.42555,16.08337
1.94000,16.16669,12.82409,0.14058,1.42490,16.16669
1.95000,16.25000,12.85230,0.14130,1.42803,16.25000
1.96000,16.33331,13.04941,0.14203,1.44993,16.33331
1.97000,16.41662,13.07637,0.14275,1.45293,16.41662
1.98000,16.50000,13.03679,0.14348,1.44853,16.50000
1.99000,16.58331,13.12121,0.14420,1.45791,16.58331
2.00000,16.66668,13.10378,0.14493,1.45598,16.66668
2.01000,16.75006,13.00618,0.14565,1.44513,16.75006
2.02000,16.83343,13.04235,0.14638,1.44915,16.83343
2.03000,16.91675,12.96574,0.14710,1.44064,16.91675
2.04000,17.00012,12.89188,0.14783,1.43243,17.00012
2.05000,17.08331,12.95379,0.14855,1.43931,17.08331
2.06000,17.16662,12.94336,0.14927,1.43815,17.16662
2.07000,17.24987,12.93951,0.15000,1.43772,17.24987
2.08000,17.33319,13.01970,0.15072,1.44663,17.33319
2.09000,17.41650,13.11514,0.15145,1.45724,17.41650
2.10000,17.49994,13.12812,0.15217,1.45868,17.49994
2.11000,17.58325,13.16224,0.15290,1.46247,17.58325
2.12000,17.66669,13.18832,0.15362,1.46537,17.66669
2.13000,17.75006,13.19525,0.15435,1.46614,17.75006
2.14000,17.83337,13.24156,0.15507,1.47128,17.83337
2.15000,17.91668,13.25354,0.15580,1.47262,17.91668
2.16000,18.00000,13.21489,0.15652,1.46832,18.00000
2.17000,18.08331,13.34940,0.15725,1.48327,18.08331
2.18000,18.16662,13.45295,0.15797,1.49477,18.16662
2.19000,18.25000,13.50185,0.15870,1.50021,18.25000
2.20000,18.33325,13.56874,0.15942,1.50764,18.33325
2.21000,18.41662,13.55691,0.16014,1.50632,18.41662
2.22000,18.50000,13.43590,0.16087,1.49288,18.50000
2.23000,18.58337,13.43769,0.16159,1.49308,18.58337
2.24000,18.66668,13.29219,0.16232,1.47691,18.66668
2.25000,18.75006,13.23715,0.16304,1.47079,18.75006
2.26000,18.83331,13.30852,0.16377,1.47872,18.83331
2.27000,18.91662,13.31288,0.16449,1.47921,18.91662
2.28000,19.00000,13.33083,0.16522,1.48120,19.00000
2.29000,19.08331,13.48283,0.16594,1.49809,19.08331
2.30000,19.16662,13.53915,0.16667,1.50435,19.16662
2.31000,19.25000,13.61241,0.16739,1.51249,19.25000
2.32000,19.33337,13.83268,0.16812,1.53696,19.33337
2.33000,19.41668,13.83322,0.16884,1.53702,19.41668
2.34000,19.50006,13.68701,0.16957,1.52078,19.50006
2.35000,19.58337,13.75869,0.17029,1.52874,19.58337
2.36000,19.66675,13.77030,0.17102,1.53003,19.66675
2.37000,19.75006,13.72061,0.17174,1.52451,19.75006
2.38000,19.83337,13.80038,0.17246,1.53338,19.83337
2.39000,19.91668,13.81054,0.17319,1.53450,19.91668
2.40000,20.00000,13.78669,0.17391,1.53185,20.00000
2.41000,20.08331,13.94255,0.17464,1.54917,20.08331
2.42000,20.16668,14.02663,0.17536,1.55851,20.16668
2.43000,20.25006,13.95822,0.17609,1.55091,20.25006
2.44000,20.33337,14.09243,0.17681,1.56583,20.33337
2.45000,20.41668,14.09601,0.17754,1.56622,20.41668
2.46000,20.50000,14.11002,0.17826,1.56778,20.50000
2.47000,20.58337,14.25420,0.17899,1.58380,20.58337
2.48000,20.66668,14.24256,0.17971,1.58251,20.66668
2.49000,20.75000,14.11575,0.18043,1.56842,20.75000
2.50000,20.83331,14.20798,0.18116,1.57866,20.83331
2.51000,20.91662,14.20068,0.18188,1.57785,20.91662
2.52000,21.00000,14.14901,0.18261,1.57211,21.00000
