Time,Extension,Load,
(sec),(mm),(N),(kgf)
0,0,0.021770763,0.00222
0.02,0.01137,0.188189614,0.01919
0.04,0.06794,0.592125527,0.06038
0.06,0.16512,1.141984393,0.11645
0.08,0.27762,1.35949589,0.13863
0.1,0.38562,1.519148152,0.15491
0.12,0.48231,1.807953994,0.18436
0.14,0.57056,1.910041221,0.19477
0.16,0.65512,2.157561067,0.22001
0.18,0.73925,2.611118629,0.26626
0.2,0.82412,2.879330507,0.29361
0.22,0.90956,3.092330945,0.31533
0.24,0.99475,3.363386751,0.34297
0.26,1.07956,3.457530591,0.35257
0.28,1.16394,3.709561496,0.37827
0.3,1.24787,3.943548165,0.40213
0.32,1.33169,4.164590056,0.42467
0.34,1.41537,4.464477413,0.45525
0.36,1.49894,4.566564639,0.46566
0.38,1.58256,4.812711554,0.49076
0.4,1.66619,4.936765677,0.50341
0.42,1.74956,5.062388863,0.51622
0.44,1.833,5.293531604,0.53979
0.46,1.9165,5.55478076,0.56643
0.48,1.99981,5.736497984,0.58496
0.5,2.08312,5.850745457,0.59661
0.52,2.16656,6.065707225,0.61853
0.54,2.24981,6.36647718,0.6492
0.56,2.33319,6.481214985,0.6609
0.58,2.41656,6.552215131,0.66814
0.6,2.49987,6.766098168,0.68995
0.62,2.58331,6.857790345,0.6993
0.64,2.66675,7.06863332,0.7208
0.66,2.75006,7.269179313,0.74125
0.68,2.83344,7.378719593,0.75242
0.7,2.91675,7.384505517,0.75301
0.72,2.99994,7.546021042,0.76948
0.74,3.08325,7.796090617,0.79498
0.76,3.16662,8.150601015,0.83113
0.78,3.24994,8.312214607,0.84761
0.8,3.33331,8.339673227,0.85041
0.82,3.41669,8.587879538,0.87572
0.84,3.5,8.67917945,0.88503
0.86,3.58337,8.825200468,0.89992
0.88,3.66675,8.958374775,0.9135
0.9,3.75006,9.186183255,0.93673
0.92,3.83337,9.245317354,0.94276
0.94,3.91669,9.286603351,0.94697
0.96,4,9.542262716,0.97304
0.98,4.08331,9.795470419,0.99886
1,4.16669,10.05691571,1.02552
1.02,4.24994,10.03632174,1.02342
1.04,4.33325,10.1602778,1.03606
1.06,4.41669,10.26805288,1.04705
1.08,4.5,10.46094969,1.06672
1.1,4.58337,10.58716127,1.07959
1.12,4.66675,10.97717174,1.11936
1.14,4.75006,11.05523268,1.12732
1.16,4.83337,10.98707646,1.12037
1.18,4.91669,11.07043299,1.12887
1.2,4.99994,11.39169884,1.16163
1.22,5.08325,11.66265658,1.18926
1.24,5.16669,11.74434597,1.19759
1.26,5.25,11.84025501,1.20737
1.28,5.33337,11.9433229,1.21788
1.3,5.41675,11.9658782,1.22018
1.32,5.5,12.07267262,1.23107
1.34,5.58337,12.2024146,1.2443
1.36,5.66669,12.27449347,1.25165
1.38,5.74994,12.40678518,1.26514
1.4,5.83325,12.6511669,1.29006
1.42,5.91662,12.74609527,1.29974
1.44,5.99994,12.85181096,1.31052
1.46,6.08331,12.88485937,1.31389
1.48,6.16669,12.97164822,1.32274
1.5,6.25,13.28349969,1.35454
1.52,6.33344,13.47737716,1.37431
1.54,6.41681,13.59937189,1.38675
1.56,6.50006,13.72264148,1.39932
1.58,6.58337,13.89337525,1.41673
1.6,6.66669,14.03733688,1.43141
1.62,6.75,14.14893655,1.44279
1.64,6.83331,14.1602142,1.44394
1.66,6.91669,14.34251982,1.46253
1.68,6.99994,14.56395398,1.48511
1.7,7.08331,14.77224723,1.50635
1.72,7.16669,14.80264784,1.50945
1.74,7.25,14.85119076,1.5144
1.76,7.33331,14.985738,1.52812
1.78,7.41675,15.22472606,1.55249
1.8,7.5,15.37221807,1.56753
