Time,Extension,Load,Tensile strain,Tensile stress,Corrected Position
(sec),(mm),(N),(mm/mm),(MPa),(mm)
0.00000,0.00006,0.07244,0.00000,0.00805,0.00006
0.01000,0.00325,-0.00297,0.00003,-0.00033,0.00325
0.02000,0.02031,0.12637,0.00018,0.01404,0.02031
0.03000,0.05225,0.43895,0.00045,0.04877,0.05225
0.04000,0.09894,0.66454,0.00086,0.07384,0.09894
0.05000,0.16025,0.88118,0.00139,0.09791,0.16025
0.06000,0.23606,1.02943,0.00205,0.11438,0.23606
0.07000,0.32462,1.27231,0.00282,0.14137,0.32462
0.08000,0.42087,1.60086,0.00366,0.17787,0.42087
0.09000,0.52162,1.74770,0.00454,0.19419,0.52162
0.10000,0.62550,1.93305,0.00544,0.21478,0.62550
0.11000,0.73169,2.13853,0.00636,0.23761,0.73169
0.12000,0.83975,2.43767,0.00730,0.27085,0.83975
0.13000,0.94944,2.85262,0.00826,0.31696,0.94944
0.14000,1.06056,3.11181,0.00922,0.34576,1.06056
0.15000,1.17106,3.38976,0.01018,0.37664,1.17106
0.16000,1.27756,3.54717,0.01111,0.39413,1.27756
0.17000,1.37825,3.57046,0.01198,0.39672,1.37825
0.18000,1.47325,3.66108,0.01281,0.40679,1.47325
0.19000,1.56325,3.79685,0.01359,0.42187,1.56325
0.20000,1.64975,3.96538,0.01435,0.44060,1.64975
0.21000,1.73406,4.09315,0.01508,0.45479,1.73406
0.22000,1.81725,4.33463,0.01580,0.48163,1.81725
0.23000,1.90031,4.71721,0.01652,0.52413,1.90031
0.24000,1.98369,4.96589,0.01725,0.55177,1.98369
0.25000,2.06750,5.23380,0.01798,0.58153,2.06750
0.26000,2.15187,5.43338,0.01871,0.60371,2.15187
0.27000,2.23662,5.45417,0.01945,0.60602,2.23662
0.28000,2.32156,5.66815,0.02019,0.62979,2.32156
0.29000,2.40662,5.89244,0.02093,0.65472,2.40662
0.30000,2.49156,5.95489,0.02167,0.66165,2.49156
0.31000,2.57625,6.13830,0.02240,0.68203,2.57625
0.32000,2.66075,6.35368,0.02314,0.70596,2.66075
0.33000,2.74506,6.52428,0.02387,0.72492,2.74506
0.34000,2.82912,6.75776,0.02460,0.75086,2.82912
0.35000,2.91306,6.93275,0.02533,0.77031,2.91306
0.36000,2.99687,6.96297,0.02606,0.77366,2.99687
0.37000,3.08050,7.13749,0.02679,0.79305,3.08050
0.38000,3.16412,7.22485,0.02751,0.80276,3.16412
0.39000,3.24769,7.24589,0.02824,0.80510,3.24769
0.40000,3.33125,7.39423,0.02897,0.82158,3.33125
0.41000,3.41475,7.62786,0.02969,0.84754,3.41475
0.42000,3.49831,7.76547,0.03042,0.86283,3.49831
0.43000,3.58187,8.11048,0.03115,0.90116,3.58187
0.44000,3.66537,8.30362,0.03187,0.92262,3.66537
0.45000,3.74894,8.38358,0.03260,0.93151,3.74894
0.46000,3.83244,8.62479,0.03333,0.95831,3.83244
0.47000,3.91587,8.81328,0.03405,0.97925,3.91587
0.48000,3.99937,8.82586,0.03478,0.98065,3.99937
0.49000,4.08275,9.03593,0.03550,1.00399,4.08275
0.50000,4.16619,9.25857,0.03623,1.02873,4.16619
0.51000,4.24956,9.34664,0.03695,1.03852,4.24956
0.52000,4.33287,9.53927,0.03768,1.05992,4.33287
0.53000,4.41625,9.63682,0.03840,1.07076,4.41625
0.54000,4.49969,9.67086,0.03913,1.07454,4.49969
0.55000,4.58306,9.82767,0.03985,1.09196,4.58306
0.56000,4.66644,9.95775,0.04058,1.10642,4.66644
0.57000,4.74987,10.02777,0.04130,1.11420,4.74987
0.58000,4.83325,10.23915,0.04203,1.13768,4.83325
0.59000,4.91656,10.43390,0.04275,1.15932,4.91656
0.60000,4.99994,10.51975,0.04348,1.16886,4.99994
0.61000,5.08325,10.64969,0.04420,1.18330,5.08325
0.62000,5.16656,10.80377,0.04493,1.20042,5.16656
0.63000,5.24994,10.93786,0.04565,1.21532,5.24994
0.64000,5.33319,11.13144,0.04638,1.23683,5.33319
0.65000,5.41656,11.19646,0.04710,1.24405,5.41656
0.66000,5.49994,11.23964,0.04783,1.24885,5.49994
0.67000,5.58325,11.49474,0.04855,1.27719,5.58325
0.68000,5.66662,11.67847,0.04927,1.29761,5.66662
0.69000,5.75000,11.77717,0.05000,1.30857,5.75000
0.70000,5.83331,11.98610,0.05072,1.33179,5.83331
0.71000,5.91662,12.09024,0.05145,1.34336,5.91662
0.72000,6.00000,12.08551,0.05217,1.34283,6.00000
0.73000,6.08331,12.24412,0.05290,1.36046,6.08331
0.74000,6.16662,12.36802,0.05362,1.37422,6.16662
0.75000,6.25000,12.41147,0.05435,1.37905,6.25000
0.76000,6.33337,12.58557,0.05507,1.39840,6.33337
0.77000,6.41675,12.65542,0.05580,1.40616,6.41675
0.78000,6.50006,12.66164,0.05652,1.40685,6.50006
0.79000,6.58337,12.85581,0.05725,1.42842,6.58337
0.80000,6.66669,13.01858,0.05797,1.44651,6.66669
0.81000,6.75006,13.07451,0.05870,1.45272,6.75006
0.82000,6.83337,13.27911,0.05942,1.47546,6.83337
