Time,Extension,Load,
(sec),(mm),(N),(kgf)
0,0,-0.363630582,-0.03708
0.02,0.01156,-0.279489525,-0.0285
0.04,0.068,0.10002783,0.0102
0.06,0.16512,0.545838139,0.05566
0.08,0.27775,1.11432964,0.11363
0.1,0.38575,1.75735168,0.1792
0.12,0.48262,2.259648293,0.23042
0.14,0.57075,2.5500232,0.26003
0.16,0.65525,2.990832117,0.30498
0.18,0.73931,3.285423883,0.33502
0.2,0.82406,3.603453543,0.36745
0.22,0.90956,4.042203064,0.41219
0.24,0.99487,4.314337601,0.43994
0.26,1.07962,4.412404101,0.44994
0.28,1.164,4.558915452,0.46488
0.3,1.24794,4.968441156,0.50664
0.32,1.33162,5.073666511,0.51737
0.34,1.41531,5.046011758,0.51455
0.36,1.49887,5.330012342,0.54351
0.38,1.58244,5.728064265,0.5841
0.4,1.666,5.939985972,0.60571
0.42,1.7495,6.131902112,0.62528
0.44,1.83294,6.306852748,0.64312
0.46,1.9165,6.441890319,0.65689
0.48,1.99987,6.699805214,0.68319
0.5,2.08325,6.936439678,0.70732
0.52,2.16669,6.92937889,0.7066
0.54,2.24994,7.060984133,0.72002
0.56,2.33312,7.161011963,0.73022
0.58,2.41656,7.439716956,0.75864
0.6,2.49987,7.595152359,0.77449
0.62,2.58325,7.766670667,0.79198
0.64,2.66669,7.902885036,0.80587
0.66,2.75006,8.09078045,0.82503
0.68,2.83337,8.224641222,0.83868
0.7,2.91675,8.248863648,0.84115
0.72,3.00006,8.379586292,0.85448
0.74,3.08337,8.489028506,0.86564
0.76,3.16675,8.550222002,0.87188
0.78,3.25,8.870311058,0.90452
0.8,3.33325,9.091745215,0.9271
0.82,3.41662,9.242571492,0.94248
0.84,3.49994,9.26924558,0.9452
0.86,3.58325,9.384375651,0.95694
0.88,3.66669,9.332204273,0.95162
0.9,3.75006,9.609242136,0.97987
0.92,3.83337,9.837442881,1.00314
0.94,3.91675,9.938549443,1.01345
0.96,4.00006,9.920112941,1.01157
0.98,4.08337,9.920211007,1.01158
1,4.16675,10.01670844,1.02142
1.02,4.25,10.32179332,1.05253
1.04,4.33325,10.45339857,1.06595
1.06,4.41669,10.7094502,1.09206
1.08,4.5,10.69474022,1.09056
1.1,4.58331,10.75054006,1.09625
1.12,4.66675,10.82340347,1.10368
1.14,4.75006,10.87400579,1.10884
1.16,4.83337,10.93843548,1.11541
1.18,4.91669,10.9424562,1.11582
1.2,5,10.91225172,1.11274
1.22,5.08325,11.09848,1.13173
1.24,5.16662,11.43877076,1.16643
1.26,5.24994,11.56576688,1.17938
1.28,5.33331,11.6491234,1.18788
1.3,5.41669,11.61970345,1.18488
1.32,5.5,11.62960817,1.18589
1.34,5.58331,11.78435711,1.20167
1.36,5.66675,11.87261696,1.21067
1.38,5.75006,11.78229771,1.20146
1.4,5.83337,11.93243752,1.21677
1.42,5.91669,12.09846411,1.2337
1.44,6.00006,12.16573772,1.24056
1.46,6.08331,12.12906085,1.23682
1.48,6.16669,12.02952336,1.22667
1.5,6.25,12.21624197,1.24571
1.52,6.33331,12.37873816,1.26228
1.54,6.41669,12.50671494,1.27533
1.56,6.5,12.57369436,1.28216
1.58,6.58331,12.62851354,1.28775
1.6,6.66675,12.6921587,1.29424
1.62,6.75006,12.7905194,1.30427
1.64,6.83331,12.9231053,1.31779
1.66,6.91669,12.85955821,1.31131
1.68,7,13.00057784,1.32569
1.7,7.08325,13.09942887,1.33577
1.72,7.16669,13.26771098,1.35293
1.74,7.25,13.40774995,1.36721
1.76,7.33337,13.30732985,1.35697
1.78,7.41675,13.37058274,1.36342
1.8,7.50006,13.5343538,1.38012
1.82,7.58337,13.61525866,1.38837
1.84,7.66675,13.58289672,1.38507
1.86,7.75,13.71303096,1.39834
1.88,7.83325,13.66968557,1.39392
1.9,7.91662,13.58603484,1.38539
1.92,7.99994,13.75843575,1.40297
1.94,8.08325,13.8844512,1.41582
1.96,8.16669,13.926914,1.42015
1.98,8.25012,13.90337804,1.41775
2,8.3335,13.92671786,1.42013
2.02,8.41687,14.00164067,1.42777
2.04,8.50019,14.03674848,1.43135
2.06,8.58331,14.11196548,1.43902
2.08,8.66656,14.24092293,1.45217
2.1,8.74975,14.28544512,1.45671
2.12,8.83306,14.24435526,1.45252
2.14,8.91656,14.23111628,1.45117
2.16,9,14.35271874,1.46357
2.18,9.08331,14.28181666,1.45634
2.2,9.16681,14.23592154,1.45166
2.22,9.25012,14.33594937,1.46186
2.24,9.33337,14.53688763,1.48235
2.26,9.41675,14.62406875,1.49124
2.28,9.50006,14.65486163,1.49438
2.3,9.58331,14.82785093,1.51202
2.32,9.66662,14.74812287,1.50389
2.34,9.74994,14.81284676,1.51049
2.36,9.83319,14.93131109,1.52257
2.38,9.91662,14.99583885,1.52915
2.4,10,15.02212067,1.53183
2.42,10.08331,15.13146482,1.54298
2.44,10.16675,15.0659564,1.5363
2.46,10.25006,14.98681673,1.52823
2.48,10.33331,15.02280714,1.5319
2.5,10.41675,14.96033877,1.52553
2.52,10.50006,15.07674371,1.5374
2.54,10.58331,15.16941655,1.54685
2.56,10.66669,15.21129095,1.55112
2.58,10.74994,15.28739055,1.55888
2.6,10.83325,15.38947778,1.56929
2.62,10.91668,15.28827315,1.55897
2.64,11.00006,15.02427813,1.53205
2.66,11.08337,15.09331695,1.53909
2.68,11.16681,15.17010302,1.54692
2.7,11.25006,15.25816674,1.5559
2.72,11.33331,15.28954802,1.5591
2.74,11.41662,15.42213392,1.57262
2.76,11.49994,15.40036316,1.5704
2.78,11.58325,15.40075543,1.57044
2.8,11.66669,15.50696145,1.58127
2.82,11.75006,15.60855834,1.59163
2.84,11.83331,15.55972122,1.58665
2.86,11.91675,15.61983599,1.59278
2.88,12.00006,15.73143566,1.60416
2.9,12.08331,15.64945207,1.5958
2.92,12.16669,15.62552384,1.59336
2.94,12.25,15.74594951,1.60564
2.96,12.33325,15.69819112,1.60077
2.98,12.41669,15.77007387,1.6081
3,12.5,15.98474143,1.62999
3.02,12.58331,15.93923858,1.62535
3.04,12.66675,15.90020811,1.62137
3.06,12.75006,15.9429651,1.62573
3.08,12.83337,15.98189751,1.6297
3.1,12.91675,16.02514483,1.63411
3.12,13.00006,16.03083269,1.63469
3.14,13.08331,15.90658243,1.62202
3.16,13.16669,16.11007042,1.64277
3.18,13.25,16.07564908,1.63926
3.2,13.33325,16.05887971,1.63755
3.22,13.41662,16.10467676,1.64222
3.24,13.5,16.25099198,1.65714
3.26,13.58331,16.20225293,1.65217
3.28,13.66675,15.99552875,1.63109
3.3,13.75006,16.13713677,1.64553
3.32,13.83331,16.22588696,1.65458
3.34,13.91669,16.16773352,1.64865
3.36,14,16.19450568,1.65138
3.38,14.08325,16.25148231,1.65719
3.4,14.16662,16.42751168,1.67514
3.42,14.24994,16.39299227,1.67162
3.44,14.33325,16.30600729,1.66275
3.46,14.41669,16.48664578,1.68117
3.48,14.5,16.63129387,1.69592
3.5,14.58331,16.52665691,1.68525
3.52,14.66675,16.4356512,1.67597
3.54,14.75,16.51841933,1.68441
3.56,14.83331,16.59510733,1.69223
3.58,14.91669,16.47909466,1.6804
3.6,14.99994,16.60452171,1.69319
3.62,15.08325,16.49096071,1.68161
3.64,15.16662,16.50106156,1.68264
3.66,15.25,16.57745536,1.69043
3.68,15.33331,16.70611861,1.70355
3.7,15.41675,16.90284001,1.72361
3.72,15.50006,17.01532228,1.73508
3.74,15.58337,17.03385685,1.73697
3.76,15.66675,17.00453497,1.73398
3.78,15.75006,16.74554134,1.70757
3.8,15.83331,16.82517134,1.71569
3.82,15.91668,16.88773777,1.72207
3.84,16,16.98354874,1.73184
3.86,16.08325,17.05141075,1.73876
3.88,16.16669,17.09897301,1.74361
3.9,16.25,17.02856126,1.73643
3.92,16.33331,17.06955306,1.74061
3.94,16.41675,16.96413157,1.72986
3.96,16.50006,16.95452105,1.72888
3.98,16.58331,16.97629182,1.7311
4,16.66668,17.01228222,1.73477
4.02,16.75006,17.11221198,1.74496
4.04,16.83337,17.26499959,1.76054
4.06,16.91675,17.29961707,1.76407
4.08,17.00006,17.30795272,1.76492
4.1,17.08331,17.27088358,1.76114
4.12,17.16662,17.11162359,1.7449
4.14,17.24993,17.17654361,1.75152
