Time,Extension,Load,
(sec),(mm),(N),(kgf)
0,0,0.421587884,0.04299
0.02,0.01156,0.440808918,0.04495
0.04,0.06794,0.942615198,0.09612
0.06,0.16512,1.466290308,0.14952
0.08,0.27775,1.590834763,0.16222
0.1,0.38575,1.85345685,0.189
0.12,0.48262,2.186392618,0.22295
0.14,0.57075,2.465784076,0.25144
0.16,0.65525,2.850597022,0.29068
0.18,0.73931,3.153230241,0.32154
0.2,0.82412,3.447822007,0.35158
0.22,0.90956,3.602080612,0.36731
0.24,0.99487,3.739569845,0.38133
0.26,1.07962,3.944038497,0.40218
0.28,1.164,4.203522456,0.42864
0.3,1.24794,4.310513008,0.43955
0.32,1.33162,4.504096279,0.45929
0.34,1.41531,4.745928268,0.48395
0.36,1.49894,5.011002017,0.51098
0.38,1.58244,5.187423651,0.52897
0.4,1.666,5.204094956,0.53067
0.42,1.74944,5.388459976,0.54947
0.44,1.83294,5.590378899,0.57006
0.46,1.9165,5.610482532,0.57211
0.48,1.99994,5.741205176,0.58544
0.5,2.08325,5.996178076,0.61144
0.52,2.16669,6.34519675,0.64703
0.54,2.24994,6.525050711,0.66537
0.56,2.33312,6.686075904,0.68179
0.58,2.4165,6.7668827,0.69003
0.6,2.49987,6.762469707,0.68958
0.62,2.58325,6.91172692,0.7048
0.64,2.66669,7.251233143,0.73942
0.66,2.75006,7.354202968,0.74992
0.68,2.83337,7.477276426,0.76247
0.7,2.91675,7.651344463,0.78022
0.72,3.00012,7.838063079,0.79926
0.74,3.08337,7.823058905,0.79773
0.76,3.16675,7.788245297,0.79418
0.78,3.25,7.949172424,0.81059
0.8,3.33325,8.176882837,0.83381
0.82,3.41662,8.233859473,0.83962
0.84,3.49994,8.34771468,0.85123
0.86,3.58325,8.373408103,0.85385
0.88,3.66662,8.425285281,0.85914
0.9,3.75006,8.570031435,0.8739
0.92,3.83337,8.585918208,0.87552
0.94,3.91675,8.592194464,0.87616
0.96,4.00006,8.793524989,0.89669
0.98,4.08331,8.964356832,0.91411
1,4.16669,9.091156816,0.92704
1.02,4.25,9.275717969,0.94586
1.04,4.33325,9.424386783,0.96102
1.06,4.41669,9.520001621,0.97077
1.08,4.5,9.653470127,0.98438
1.1,4.58331,9.551284834,0.97396
1.12,4.66675,9.536869059,0.97249
1.14,4.75006,9.517549958,0.97052
1.16,4.83337,9.546283443,0.97345
1.18,4.91669,9.644742209,0.98349
1.2,5,9.982090969,1.01789
1.22,5.08325,10.25932496,1.04616
1.24,5.16662,10.36023539,1.05645
1.26,5.24994,10.51625919,1.07236
1.28,5.33331,10.58431735,1.0793
1.3,5.41669,10.58539608,1.07941
1.32,5.5,10.50478541,1.07119
1.34,5.58331,10.56215432,1.07704
1.36,5.66675,10.56705764,1.07754
1.38,5.75006,10.59314333,1.0802
1.4,5.83337,10.76064091,1.09728
1.42,5.91669,10.82271701,1.10361
1.44,6,10.96020624,1.11763
1.46,6.08331,10.98217314,1.11987
1.48,6.16669,10.92264677,1.1138
1.5,6.25,11.01845774,1.12357
1.52,6.33331,11.12466376,1.1344
1.54,6.41669,11.33844873,1.1562
1.56,6.5,11.61705566,1.18461
1.58,6.58331,11.7504261,1.19821
1.6,6.66669,11.73179346,1.19631
1.62,6.75006,11.651477,1.18812
1.64,6.83331,11.76984326,1.20019
1.66,6.91669,11.80642207,1.20392
1.68,7,11.73561806,1.1967
1.7,7.08325,11.73659872,1.1968
1.72,7.16669,11.85751471,1.20913
1.74,7.25,11.97254672,1.22086
1.76,7.33337,12.18613556,1.24264
1.78,7.41675,12.12209813,1.23611
1.8,7.50006,12.1775057,1.24176
1.82,7.58337,12.12572659,1.23648
1.84,7.66675,12.09660084,1.23351
1.86,7.75,12.19633447,1.24368
1.88,7.83331,12.35981133,1.26035
1.9,7.91662,12.4936721,1.274
1.92,7.99994,12.65185336,1.29013
1.94,8.08325,12.59909359,1.28475
1.96,8.16669,12.6142939,1.2863
1.98,8.25012,12.64675391,1.28961
2,8.33344,12.7887542,1.30409
2.02,8.41687,12.84053331,1.30937
2.04,8.50019,12.78022241,1.30322
2.06,8.58331,12.83523772,1.30883
2.08,8.66656,12.84033718,1.30935
2.1,8.74981,12.99822424,1.32545
2.12,8.83306,13.14316653,1.34023
2.14,8.91656,13.07873684,1.33366
2.16,9,13.0993308,1.33576
2.18,9.08331,12.97880708,1.32347
2.2,9.16681,13.07844264,1.33363
2.22,9.25012,13.25309908,1.35144
2.24,9.33337,13.49179294,1.37578
2.26,9.41675,13.54004166,1.3807
2.28,9.50006,13.54769084,1.38148
2.3,9.58331,13.58583871,1.38537
2.32,9.66662,13.56710801,1.38346
2.34,9.74994,13.65419106,1.39234
2.36,9.83319,13.60251002,1.38707
2.38,9.91662,13.52572395,1.37924
2.4,10,13.73970505,1.40106
2.42,10.08331,13.88935453,1.41632
2.44,10.16675,13.87366389,1.41472
2.46,10.25006,13.8455188,1.41185
2.48,10.33331,14.00772079,1.42839
2.5,10.41675,13.99085336,1.42667
2.52,10.50006,14.0044846,1.42806
2.54,10.58331,14.02537276,1.43019
2.56,10.66669,14.2594575,1.45406
2.58,10.74994,14.42950481,1.4714
2.6,10.83325,14.34006816,1.46228
2.62,10.91668,14.34761928,1.46305
2.64,11.00006,14.50305469,1.4789
2.66,11.08337,14.50609475,1.47921
2.68,11.16681,14.38459035,1.46682
2.7,11.25006,14.36909585,1.46524
2.72,11.33331,14.48501045,1.47706
2.74,11.41662,14.53757409,1.48242
2.76,11.49994,14.66466828,1.49538
2.78,11.58325,14.7477306,1.50385
2.8,11.66669,14.69585342,1.49856
2.82,11.75006,14.8273606,1.51197
2.84,11.83331,14.87394219,1.51672
2.86,11.91675,14.88296431,1.51764
2.88,12.00006,14.8273606,1.51197
2.9,12.08331,14.71880099,1.5009
2.92,12.16669,14.80431497,1.50962
2.94,12.25,14.89483035,1.51885
