Time,Extension,Load,
(sec),(mm),(N),(kgf)
0,0,0.208391313,0.02125
0.02,0.0115,0.299004759,0.03049
0.04,0.06794,0.902407933,0.09202
0.06,0.16512,1.300852123,0.13265
0.08,0.27775,1.550823631,0.15814
0.1,0.38575,1.932792649,0.19709
0.12,0.48256,2.438913855,0.2487
0.14,0.57075,2.915713178,0.29732
0.16,0.65519,3.223151656,0.32867
0.18,0.73925,3.771147258,0.38455
0.2,0.82412,4.067210021,0.41474
0.22,0.90956,4.329047576,0.44144
0.24,0.99487,4.544303544,0.46339
0.26,1.07962,4.568624036,0.46587
0.28,1.164,4.823891135,0.4919
0.3,1.24794,5.083277028,0.51835
0.32,1.33162,5.270191777,0.53741
0.34,1.41531,5.670401163,0.57822
0.36,1.49894,5.891443054,0.60076
0.38,1.58244,6.07031635,0.619
0.4,1.666,6.303518487,0.64278
0.42,1.74944,6.392464803,0.65185
0.44,1.83294,6.604680709,0.67349
0.46,1.9165,6.687252702,0.68191
0.48,1.99987,6.840628708,0.69755
0.5,2.08325,6.968017091,0.71054
0.52,2.16669,7.131592013,0.72722
0.54,2.24994,7.469725305,0.7617
0.56,2.33312,7.809133462,0.79631
0.58,2.41656,7.877681945,0.8033
0.6,2.49987,7.781576775,0.7935
0.62,2.58325,7.789716295,0.79433
0.64,2.66669,7.895039716,0.80507
0.66,2.75006,8.128339919,0.82886
0.68,2.83337,8.303682821,0.84674
0.7,2.91675,8.439014591,0.86054
0.72,3.00012,8.639462517,0.88098
0.74,3.08337,8.877469913,0.90525
0.76,3.16675,8.996718777,0.91741
0.78,3.25,8.899044543,0.90745
0.8,3.33325,8.960826438,0.91375
0.82,3.41662,9.004662163,0.91822
0.84,3.49994,9.206581087,0.93881
0.86,3.58325,9.32416282,0.9508
0.88,3.66669,9.449197608,0.96355
0.9,3.75006,9.51637316,0.9704
0.92,3.83331,9.761343277,0.99538
0.94,3.91675,9.898538311,1.00937
0.96,4.00006,9.911777288,1.01072
0.98,4.08331,10.01023605,1.02076
1,4.16669,10.07594061,1.02746
1.02,4.25,10.15105955,1.03512
1.04,4.33325,10.47075634,1.06772
1.06,4.41669,10.66306474,1.08733
1.08,4.5,10.76691717,1.09792
1.1,4.58331,10.70719467,1.09183
1.12,4.66675,10.73416296,1.09458
1.14,4.75006,10.97746594,1.11939
1.16,4.83337,11.07151172,1.12898
1.18,4.91669,11.13849114,1.13581
1.2,5,11.16781302,1.1388
1.22,5.08325,11.26676212,1.14889
1.24,5.16662,11.24861982,1.14704
1.26,5.25,11.34541145,1.15691
1.28,5.33331,11.52389248,1.17511
1.3,5.41669,11.53271847,1.17601
1.32,5.5,11.66265658,1.18926
1.34,5.58331,11.70668844,1.19375
1.36,5.66675,11.80995246,1.20428
1.38,5.75006,11.94734363,1.21829
1.4,5.83337,12.18338969,1.24236
1.42,5.91669,12.09581631,1.23343
1.44,6,12.10748622,1.23462
1.46,6.08331,12.23252101,1.24737
1.48,6.16669,12.19633447,1.24368
1.5,6.25,12.24821165,1.24897
1.52,6.33331,12.33088171,1.2574
1.54,6.41669,12.42894821,1.2674
1.56,6.5,12.39550753,1.26399
1.58,6.58331,12.45405323,1.26996
1.6,6.66669,12.72393224,1.29748
1.62,6.75,12.9233995,1.31782
1.64,6.83331,13.01597428,1.32726
1.66,6.91669,13.00646183,1.32629
1.68,7,13.0443155,1.33015
1.7,7.08325,13.06667466,1.33243
1.72,7.16662,13.00999222,1.32665
1.74,7.25,13.13424248,1.33932
1.76,7.33337,13.15091378,1.34102
1.78,7.41675,13.30791825,1.35703
1.8,7.50006,13.24486149,1.3506
1.82,7.58337,13.31488097,1.35774
1.84,7.66675,13.40382729,1.36681
1.86,7.75,13.61888712,1.38874
1.88,7.83331,13.70685277,1.39771
1.9,7.91662,13.64261921,1.39116
1.92,7.99994,13.66164412,1.3931
1.94,8.08325,13.63085123,1.38996
1.96,8.16669,13.76265261,1.4034
1.98,8.25012,13.7301926,1.40009
2,8.33344,13.90092638,1.4175
2.02,8.41687,13.86101331,1.41343
2.04,8.50019,13.88866806,1.41625
2.06,8.58331,13.93093472,1.42056
2.08,8.66656,14.05430238,1.43314
2.1,8.74981,14.05518498,1.43323
2.12,8.83306,13.97545692,1.4251
2.14,8.91656,14.15913547,1.44383
2.16,9,14.44323412,1.4728
2.18,9.08331,14.43254487,1.47171
2.2,9.16675,14.4187175,1.4703
2.22,9.25012,14.32722145,1.46097
2.24,9.33337,14.35673947,1.46398
2.26,9.41675,14.36939005,1.46527
2.28,9.50006,14.38684588,1.46705
2.3,9.58331,14.41253931,1.46967
2.32,9.66662,14.43636947,1.4721
2.34,9.74994,14.4757922,1.47612
2.36,9.83319,14.83363686,1.51261
2.38,9.91662,14.94190227,1.52365
2.4,10,14.91375719,1.52078
2.42,10.08331,14.85403469,1.51469
2.44,10.16675,14.82510507,1.51174
2.46,10.25006,14.89757621,1.51913
2.48,10.33331,14.86119354,1.51542
2.5,10.41675,14.98377667,1.52792
2.52,10.50006,14.96994929,1.52651
2.54,10.58331,15.06468153,1.53617
2.56,10.66669,15.11332251,1.54113
2.58,10.75,15.16461129,1.54636
2.6,10.83325,15.11597031,1.5414
2.62,10.91668,15.19491384,1.54945
2.64,11.00006,15.03271185,1.53291
2.66,11.08337,15.0849813,1.53824
2.68,11.16681,14.89316322,1.51868
2.7,11.25006,14.97230289,1.52675
2.72,11.33331,15.19609064,1.54957
2.74,11.41662,15.36103849,1.56639
2.76,11.49994,15.58168812,1.58889
2.78,11.58325,15.66004325,1.59688
2.8,11.66669,15.62473931,1.59328
2.82,11.75006,15.730455,1.60406
2.84,11.83337,15.70289831,1.60125
2.86,11.91675,15.55913282,1.58659
2.88,12.00006,15.65190373,1.59605
2.9,12.08331,15.74967603,1.60602
2.92,12.16669,15.82440271,1.61364
2.94,12.25,15.79439436,1.61058
2.96,12.33325,15.77752692,1.60886
2.98,12.41669,15.81420379,1.6126
3,12.5,15.76615121,1.6077
3.02,12.58331,15.67122283,1.59802
3.04,12.66675,15.72967047,1.60398
3.06,12.75006,15.93541398,1.62496
3.08,12.83337,15.99239062,1.63077
3.1,12.91675,16.02602743,1.6342
3.12,13.00006,15.98856603,1.63038
3.14,13.08331,16.06025264,1.63769
3.16,13.16669,16.05436865,1.63709
3.18,13.25,16.07025542,1.63871
3.2,13.33325,16.06515596,1.63819
3.22,13.41662,16.22892702,1.65489
3.24,13.5,16.10899169,1.64266
3.26,13.58325,16.14066717,1.64589
3.28,13.66668,16.03848188,1.63547
3.3,13.75006,16.04789626,1.63643
3.32,13.83331,15.9827801,1.62979
3.34,13.91669,16.2011742,1.65206
3.36,14,16.5319525,1.68579
3.38,14.08325,16.28335393,1.66044
3.4,14.16662,16.19833027,1.65177
3.42,14.24994,16.19303468,1.65123
3.44,14.33325,16.31022415,1.66318
3.46,14.41669,16.59952032,1.69268
3.48,14.5,16.56862937,1.68953
3.5,14.58331,16.47193581,1.67967
3.52,14.66675,16.48007533,1.6805
3.54,14.75,16.70562828,1.7035
3.56,14.83331,16.72180925,1.70515
3.58,14.91669,16.76358558,1.70941
3.6,14.99994,16.79231906,1.71234
3.62,15.08325,16.9063704,1.72397
3.64,15.16662,16.82340614,1.71551
3.66,15.25,16.79084806,1.71219
3.68,15.33337,16.66218482,1.69907
3.7,15.41675,16.65188783,1.69802
3.72,15.50006,16.74230515,1.70724
3.74,15.58337,16.70003848,1.70293
3.76,15.66675,16.78555247,1.71165
3.78,15.75006,16.87263552,1.72053
